CLUSTERID1	CLUSTERID2	DeltaMZ	MinRatio	Cosine	AlignScore2	AlignScore3
9113	9119	-1220.156	0.000	0.8392	0.5774	1
9113	9121	-1.280	0.000	0.7874	0.5242	1
9113	24149	-410.054	0.000	0.7026	0.4235	1
9113	24150	-410.056	0.000	0.7958	0.6437	1
9115	9121	608.333	0.000	0.7427	0.6270	1
9119	9121	1218.876	0.000	0.7613	0.5619	1
9123	9128	-1.000	0.000	0.9234	0.8776	1
9125	9133	-2.000	0.000	0.8316	0.7607	1
9134	9138	-611.413	0.000	0.9163	0.7879	1
9136	9140	-1.012	0.000	0.8044	0.6667	1
9145	9158	-0.999	0.000	0.9736	0.9402	1
9147	9161	-1.005	0.000	0.8835	0.8515	1
9149	9160	-0.981	0.000	0.7501	0.7290	1
9162	9170	-0.999	0.000	0.9829	0.9340	1
9163	9166	-1.000	0.000	0.8615	0.7758	1
9168	9177	-1.008	0.000	0.9255	0.8554	1
9168	9195	610.281	0.000	0.7532	0.6160	1
9168	30411	0.001	0.000	0.7825	0.6752	1
9168	30437	-0.995	0.000	0.7470	0.6461	1
9173	9186	-1.000	0.000	0.9869	0.9287	1
9173	9425	-15.972	0.000	0.7633	0.5155	1
9173	9445	-16.980	0.000	0.7641	0.5384	1
9176	9635	-13.980	0.000	0.7297	0.4701	1
9176	9763	-17.024	0.000	0.7585	0.5421	1
9176	10117	-27.000	0.000	0.7685	0.5223	1
9176	10147	-28.000	0.000	0.7573	0.4605	1
9176	10733	-44.026	0.000	0.7794	0.4930	1
9176	11400	-61.054	0.000	0.7664	0.5322	1
9177	9195	611.289	0.000	0.8399	0.7541	1
9177	30411	1.009	0.000	0.7901	0.7221	1
9177	30437	0.013	0.000	0.7667	0.6995	1
9180	9197	-1.005	0.000	0.9699	0.9146	1
9180	9495	-14.016	0.000	0.9343	0.8403	1
9181	9202	-1.014	0.000	0.8905	0.8046	1
9186	9425	-14.972	0.000	0.7602	0.5203	1
9186	9445	-15.980	0.000	0.7623	0.5392	1
9189	9203	-1.004	0.000	0.8859	0.7892	1
9192	13727	-125.026	0.000	0.7248	0.5619	1
9197	9495	-13.011	0.000	0.8664	0.7621	1
9198	9232	-1226.494	0.000	0.8064	0.6869	1
9199	9211	-613.261	0.000	0.7731	0.6701	1
9199	9223	-1.002	0.000	0.8567	0.7720	1
9200	9222	-0.993	0.000	0.9234	0.7790	1
9211	9223	612.259	0.000	0.7655	0.6582	1
9212	9233	-1.004	0.000	0.8144	0.7587	1
9212	9250	-2.000	0.000	0.7645	0.7027	1
9215	9239	-1.008	0.000	0.7867	0.7102	1
9216	9241	-1.002	0.000	0.9171	0.8267	1
9230	9253	-0.998	0.000	0.8170	0.6449	1
9230	9777	-15.988	0.000	0.8561	0.7505	1
9231	9248	-1.008	0.000	0.8700	0.8156	1
9231	9257	-2.008	0.000	0.8620	0.8109	1
9233	9250	-0.996	0.000	0.8274	0.7863	1
9234	9251	-0.996	0.000	0.9234	0.8343	1
9234	9265	-2.012	0.000	0.9153	0.8425	1
9236	9262	-0.974	0.000	0.7169	0.6067	1
9242	9260	-1.005	0.000	0.9653	0.9143	1
9242	12404	-128.094	0.000	0.7873	0.7023	1
9243	9264	-0.999	0.000	0.9045	0.8199	1
9245	30523	-0.001	0.000	0.7341	0.6747	1
9245	30541	-0.999	0.000	0.7390	0.6750	1
9247	9272	-1.002	0.000	0.9604	0.8854	1
9248	9257	-1.000	0.000	0.9443	0.8601	1
9251	9265	-1.016	0.000	0.9285	0.8403	1
9256	9290	-1.004	0.000	0.9605	0.8508	1
9260	12431	-128.103	0.000	0.7668	0.5801	1
9267	9296	-1.008	0.000	0.9157	0.8300	1
9270	9298	-1.000	0.000	0.9038	0.8174	1
9271	9276	-1.000	0.000	0.9414	0.8721	1
9274	9287	-1.005	0.000	0.8932	0.7273	1
9274	9311	-2.016	0.000	0.8557	0.6068	1
9274	9691	-18.030	0.000	0.8030	0.5209	1
9274	10058	-34.059	0.000	0.7169	0.5110	1
9274	10292	-44.031	0.000	0.7374	0.4423	1
9274	10719	-61.053	0.000	0.7687	0.5104	1
9274	10749	-62.061	0.000	0.8139	0.5455	1
9274	11400	555.310	0.000	0.7127	0.5082	1
9274	12423	528.312	0.000	0.7840	0.4790	1
9274	12464	527.312	0.000	0.7482	0.4546	1
9274	13069	511.286	0.000	0.7972	0.4790	1
9274	13091	510.282	0.000	0.7831	0.5549	1
9274	13335	501.302	0.000	0.7070	0.4464	1
9274	13498	497.306	0.000	0.7412	0.4645	1
9274	14014	483.280	0.000	0.7614	0.4662	1
9274	14509	467.256	0.000	0.8071	0.5436	1
9274	14558	466.258	0.000	0.8019	0.5141	1
9274	16190	423.234	0.000	0.8187	0.5183	1
9274	16223	422.228	0.000	0.8140	0.5141	1
9274	17937	379.208	0.000	0.7841	0.4487	1
9274	17975	378.206	0.000	0.8079	0.5141	1
9274	19637	335.178	0.000	0.7980	0.5141	1
9274	19671	334.176	0.000	0.7548	0.4546	1
9277	9304	-1.002	0.000	0.8476	0.7521	1
9278	9306	-1.005	0.000	0.9629	0.9292	1
9279	9307	-1.005	0.000	0.9606	0.9149	1
9287	9311	-1.011	0.000	0.8582	0.5983	1
9287	9691	-17.025	0.000	0.7901	0.5075	1
9287	10292	-43.026	0.000	0.7641	0.4263	1
9287	10325	-44.031	0.000	0.7092	0.4211	1
9287	10347	-45.033	0.000	0.7219	0.4567	1
9287	12423	529.317	0.000	0.7955	0.4824	1
9287	13091	511.287	0.000	0.7851	0.5053	1
9287	13335	502.307	0.000	0.7123	0.4197	1
9287	14509	468.261	0.000	0.7843	0.5157	1
9287	14558	467.263	0.000	0.7813	0.4695	1
9287	16190	424.239	0.000	0.8019	0.4716	1
9287	16223	423.233	0.000	0.8042	0.4949	1
9287	17937	380.213	0.000	0.8155	0.4725	1
9287	19637	336.183	0.000	0.7870	0.4719	1
9288	9316	-1.008	0.000	0.8888	0.8405	1
9292	9322	-1.008	0.000	0.9090	0.8277	1
9294	9295	-0.002	0.000	0.8803	0.6915	1
9294	9325	-0.992	0.000	0.8554	0.6893	1
9294	16611	-200.074	0.000	0.7630	0.5557	1
9294	26950	-488.204	0.000	0.7993	0.6198	1
9295	9325	-0.990	0.000	0.7866	0.5321	1
9295	16611	-200.072	0.000	0.7859	0.5421	1
9303	9316	613.287	0.000	0.8309	0.7809	1
9305	9338	-2.001	0.000	0.7963	0.7330	1
9311	10292	-42.015	0.000	0.8376	0.4953	1
9311	10325	-43.020	0.000	0.7256	0.4343	1
9311	10347	-44.022	0.000	0.7764	0.5015	1
9311	10733	574.354	0.000	0.7038	0.5255	1
9311	10749	-60.045	0.000	0.7777	0.5472	1
9311	11400	557.326	0.000	0.7054	0.4690	1
9311	11423	-86.037	0.000	0.7011	0.4389	1
9311	13069	513.302	0.000	0.7982	0.5029	1
9311	13498	499.322	0.000	0.7761	0.5039	1
9311	14509	469.272	0.000	0.7900	0.5097	1
9311	16190	425.250	0.000	0.7977	0.5124	1
9311	19637	337.194	0.000	0.7894	0.5037	1
9314	9336	-1.011	0.000	0.9703	0.9095	1
9317	13997	-128.094	0.000	0.8624	0.7375	1
9318	9334	-1.004	0.000	0.8297	0.7755	1
9321	9339	-1.005	0.000	0.9650	0.9361	1
9326	9362	-0.990	0.000	0.7516	0.6334	1
9329	9346	-1.002	0.000	0.9109	0.8440	1
9332	9348	-0.999	0.000	0.8834	0.7528	1
9337	9364	-1.002	0.000	0.9693	0.9148	1
9337	9387	-2.007	0.000	0.9466	0.8660	1
9342	9375	-1.005	0.000	0.9665	0.9221	1
9345	9377	-1.002	0.000	0.9775	0.9487	1
9352	9390	-1.002	0.000	0.8959	0.8202	1
9356	9393	-1.000	0.000	0.8642	0.6879	1
9357	9381	-1.004	0.000	0.9245	0.8570	1
9360	9410	-1.006	0.000	0.7092	0.5846	1
9364	9387	-1.005	0.000	0.9663	0.8976	1
9365	9388	-1.059	0.000	0.7377	0.6622	1
9366	9389	-0.999	0.000	0.9462	0.9051	1
9367	9391	-0.996	0.000	0.9461	0.8687	1
9372	9400	-1.002	0.000	0.9257	0.8595	1
9372	30687	0.003	0.000	0.8065	0.7782	1
9372	30712	-1.005	0.000	0.8158	0.7938	1
9372	30733	-1.995	0.000	0.7453	0.7557	1
9373	9403	-1.008	0.000	0.9752	0.9372	1
9374	9404	-1.005	0.000	0.9467	0.9138	1
9376	9405	-1.008	0.000	0.9604	0.9165	1
9382	9415	-1.002	0.000	0.9441	0.8798	1
9392	9416	-1.002	0.000	0.9525	0.8120	1
9392	10393	-42.009	0.000	0.8045	0.7397	1
9392	10396	-42.012	0.000	0.7533	0.5303	1
9396	9417	-616.351	0.000	0.8972	0.8407	1
9400	30687	1.005	0.000	0.7340	0.6655	1
9400	30712	-0.003	0.000	0.7459	0.6821	1
9408	9422	-1.002	0.000	0.8716	0.6963	1
9416	10393	-41.007	0.000	0.7009	0.5825	1
9416	10429	-42.009	0.000	0.8076	0.7184	1
9425	9445	-1.008	0.000	0.9460	0.7766	1
9434	9454	-1.005	0.000	0.9411	0.8566	1
9436	9460	-1.011	0.000	0.8815	0.7636	1
9438	9468	-0.954	0.000	0.8479	0.7967	1
9441	9467	-0.990	0.000	0.9382	0.8672	1
9447	9455	-1.008	0.000	0.9082	0.7874	1
9456	9491	-1.005	0.000	0.9771	0.9324	1
9459	9493	-1.002	0.000	0.9551	0.8937	1
9484	9499	-1.008	0.000	0.9378	0.8873	1
9485	9501	-1.004	0.000	0.8755	0.7829	1
9485	9520	-2.004	0.000	0.7718	0.7301	1
9485	9531	-3.012	0.000	0.7619	0.7105	1
9496	9512	-1.005	0.000	0.9618	0.9287	1
9496	9693	-14.020	0.000	0.8559	0.8056	1
9496	9711	-15.025	0.000	0.8142	0.7358	1
9496	9719	-16.020	0.000	0.7876	0.7133	1
9497	9526	-1.048	0.000	0.7765	0.5247	1
9497	19657	-271.934	0.000	0.8902	0.6567	1
9501	9520	-1.000	0.000	0.7650	0.6763	1
9501	9531	-2.008	0.000	0.8145	0.7535	1
9509	9543	-0.992	0.000	0.9149	0.8503	1
9512	9522	-0.980	0.000	0.7665	0.7271	1
