CLUSTERID1	CLUSTERID2	DeltaMZ	MinRatio	Cosine	AlignScore2	AlignScore3
7290	7303	-1.006	0.000	0.9544	0.8922	1
7291	8406	-42.050	0.000	0.9170	0.7351	1
7291	9402	-76.004	0.000	0.7345	0.5598	1
7293	7312	-1.011	0.000	0.9094	0.8514	1
7300	7317	-1.008	0.000	0.9419	0.8666	1
7306	7321	-1.008	0.000	0.8350	0.7994	1
7310	7327	-1.008	0.000	0.8518	0.7660	1
7314	7330	-1.005	0.000	0.9591	0.9405	1
7315	7334	-1.005	0.000	0.9669	0.9255	1
7324	7344	-579.383	0.000	0.8330	0.8042	1
7324	7348	-0.966	0.000	0.8656	0.7215	1
7329	9058	-58.002	0.000	0.8853	0.7108	1
7332	9298	-71.032	0.000	0.7852	0.6705	1
7335	7346	-0.999	0.000	0.9057	0.7829	1
7335	7369	-2.004	0.000	0.8471	0.6964	1
7338	7360	-0.972	0.000	0.7145	0.6589	1
7339	7364	-0.999	0.000	0.9284	0.8655	1
7341	7356	578.269	0.000	0.7082	0.6886	1
7342	7367	-0.999	0.000	0.9521	0.8966	1
7345	7359	-1.000	0.000	0.9514	0.8762	1
7346	7369	-1.005	0.000	0.8985	0.7889	1
7355	7383	-1.004	0.000	0.9438	0.7637	1
7355	10323	-99.102	0.000	0.7930	0.6428	1
7357	7386	-1.000	0.000	0.9250	0.8070	1
7357	8612	-44.028	0.000	0.9499	0.8216	1
7357	8661	-45.030	0.000	0.8719	0.7348	1
7357	9922	-88.052	0.000	0.8499	0.6446	1
7357	9964	-89.058	0.000	0.8232	0.7256	1
7362	7376	-1.008	0.000	0.8300	0.8151	1
7369	8008	-32.049	0.000	0.7092	0.5227	1
7369	8027	-33.054	0.000	0.7286	0.5741	1
7369	8044	-34.056	0.000	0.7071	0.5305	1
7374	7668	-14.016	0.000	0.8649	0.7590	1
7376	7391	-0.993	0.000	0.7199	0.6687	1
7380	7393	-0.999	0.000	0.8525	0.7290	1
7383	10323	-98.098	0.000	0.8038	0.6855	1
7386	8612	-43.028	0.000	0.9122	0.8099	1
7386	8661	-44.030	0.000	0.8046	0.7465	1
7386	9922	-87.052	0.000	0.8081	0.6547	1
7386	9964	-88.058	0.000	0.9145	0.7906	1
7387	7409	-1.005	0.000	0.8664	0.7151	1
7387	7425	-2.004	0.000	0.8596	0.7408	1
7390	7410	-1.002	0.000	0.9775	0.9454	1
7390	7687	-14.016	0.000	0.8889	0.8213	1
7390	7706	-15.021	0.000	0.7737	0.6665	1
7396	10090	-91.008	0.000	0.7566	0.5307	1
7397	7429	-1.018	0.000	0.8177	0.6618	1
7401	7419	-0.996	0.000	0.9759	0.9305	1
7401	7437	-2.008	0.000	0.9515	0.8858	1
7405	7406	-0.002	0.000	0.9218	0.7314	1
7405	7438	-1.008	0.000	0.8540	0.6118	1
7406	7438	-1.006	0.000	0.8598	0.6772	1
7409	7425	-0.999	0.000	0.8680	0.7786	1
7410	7687	-13.014	0.000	0.8106	0.7564	1
7410	7706	-14.019	0.000	0.8938	0.8055	1
7415	7430	-1.002	0.000	0.9257	0.7570	1
7415	7447	-2.004	0.000	0.9100	0.7914	1
7418	7432	-1.000	0.000	0.9399	0.8621	1
7418	7442	-2.000	0.000	0.9546	0.8685	1
7419	7437	-1.012	0.000	0.9006	0.8705	1
7430	7447	-1.002	0.000	0.9166	0.8019	1
7432	7442	-1.000	0.000	0.9121	0.8186	1
