CLUSTERID1	CLUSTERID2	DeltaMZ	MinRatio	Cosine	AlignScore2	AlignScore3
10934	10935	1273.616	0.000	0.8435	0.5869	1
10934	10956	-0.996	0.000	0.7721	0.5366	1
10935	10956	-1274.612	0.000	0.8519	0.7182	1
10936	10968	-1.000	0.000	0.9313	0.8546	1
10948	32302	1.000	0.000	0.8055	0.7640	1
10948	32327	-0.008	0.000	0.8080	0.7609	1
10949	10961	-0.993	0.000	0.8874	0.7951	1
10949	10995	-1.995	0.000	0.7049	0.6929	1
10949	11370	-16.005	0.000	0.7364	0.5992	1
10951	10971	-1.002	0.000	0.9622	0.9099	1
10951	11138	-8.037	0.000	0.8891	0.7596	1
10951	11167	-9.036	0.000	0.9155	0.8294	1
10951	11199	-10.038	0.000	0.8481	0.6708	1
10951	11501	-21.042	0.000	0.8078	0.6035	1
10951	11575	-24.030	0.000	0.8115	0.6088	1
10951	11595	-25.035	0.000	0.8380	0.6787	1
10951	11620	-26.037	0.000	0.8119	0.6206	1
10951	12013	-1340.731	0.000	0.7774	0.5512	1
10951	12038	-41.058	0.000	0.8836	0.7510	1
10951	12231	-49.059	0.000	0.7445	0.5671	1
10951	12255	-50.061	0.000	0.7412	0.5676	1
10951	32306	1.001	0.000	0.7378	0.6054	1
10951	32333	-0.005	0.000	0.7902	0.6857	1
10951	32357	-1.007	0.000	0.7611	0.6525	1
10951	32679	-16.015	0.000	0.7580	0.6112	1
10961	10995	-1.002	0.000	0.8716	0.7590	1
10961	11025	-1.995	0.000	0.7660	0.6666	1
10961	11345	-14.025	0.000	0.7055	0.5893	1
10961	11370	-15.012	0.000	0.7173	0.5733	1
10962	11596	-16.064	0.000	0.7044	0.5490	1
10962	12594	-42.050	0.000	0.7859	0.5807	1
10971	11138	-7.035	0.000	0.8860	0.7354	1
10971	11167	-8.034	0.000	0.9034	0.8081	1
10971	11199	-9.036	0.000	0.8284	0.6826	1
10971	11501	-20.040	0.000	0.7684	0.5814	1
10971	11575	-23.028	0.000	0.7998	0.6042	1
10971	11595	-24.033	0.000	0.8150	0.6532	1
10971	11620	-25.035	0.000	0.7918	0.6165	1
10971	12013	-1339.729	0.000	0.7386	0.5346	1
10971	12038	-40.056	0.000	0.8454	0.7056	1
10971	12231	-48.057	0.000	0.7371	0.5734	1
10971	12255	-49.059	0.000	0.7403	0.5835	1
10971	32306	2.003	0.000	0.7494	0.6134	1
10971	32333	0.997	0.000	0.8120	0.7506	1
10971	32357	-0.005	0.000	0.7745	0.7001	1
10971	32679	-15.013	0.000	0.7712	0.6341	1
10973	10997	-0.996	0.000	0.9078	0.8172	1
10975	11011	-0.988	0.000	0.9272	0.8416	1
10975	11059	-1.988	0.000	0.8456	0.7323	1
10975	13913	-79.972	0.000	0.7681	0.6777	1
10975	13955	-80.964	0.000	0.7084	0.6320	1
10983	14174	-129.102	0.000	0.7216	0.5616	1
10992	11007	-0.992	0.000	0.8547	0.7698	1
10992	11032	-1.988	0.000	0.7636	0.6787	1
10992	11043	-2.980	0.000	0.7867	0.7191	1
10995	11025	-0.993	0.000	0.9370	0.8169	1
10999	11024	-1.002	0.000	0.7687	0.6917	1
11001	11029	-1.005	0.000	0.9485	0.8737	1
11005	11044	-1277.646	0.000	0.7098	0.4751	1
11005	11048	-1.010	0.000	0.9005	0.7454	1
11007	11032	-0.996	0.000	0.9269	0.8762	1
11007	11043	-1.988	0.000	0.9115	0.8521	1
11007	26453	0.993	0.000	0.7548	0.6087	1
11007	26470	-0.003	0.000	0.7293	0.5696	1
11010	11045	-1.028	0.000	0.7734	0.7471	1
11011	11059	-1.000	0.000	0.9712	0.9132	1
11011	13955	-79.976	0.000	0.7639	0.6586	1
