CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
32117	32788	312	0.7914	-27.99
32117	32801	312	0.7281	-28.996
32117	33155	312	0.8354	-42.992
32139	32801	312	0.7779	-27.994
32477	32801	312	0.7679	-13.004
32788	32801	312	0.9126	-1.006
32801	33155	312	0.7001	-13.996
32139	32477	312	0.8109	-14.99
32477	32533	312	0.7645	-1.998
32477	32788	312	0.895	-11.998
32477	33155	312	0.8278	-27.0
32139	33155	312	0.7225	-41.99
32788	33155	312	0.7538	-15.002
32139	32533	312	0.7309	-16.988
32533	35594	312	0.705	-151.008
32139	32788	312	0.7262	-26.988
15816	15817	313	0.9578	-0.002
15817	15852	313	0.9456	-1.004
15816	15852	313	0.9346	-1.006
33114	33133	314	0.954	-1.017
27792	27812	315	0.8131	-1.011
27276	27347	316	0.7127	-866.392
11175	11210	317	0.9027	-1.002
11175	32537	317	0.7142	-1.009
11210	32537	317	0.7166	-0.007
19061	19094	318	0.932	-0.987
17511	17541	319	0.919	-1.002
1570	1584	320	0.8845	-1.005
7928	7953	321	0.8567	-2.008
7939	7953	321	0.9034	-1.016
7928	7939	321	0.8372	-0.992
29849	29861	322	0.8151	-0.996
29861	29884	322	0.8032	-1.008
29862	29884	322	0.707	-1.008
29834	29849	322	0.885	-0.993
27317	27344	323	0.9559	-1.002
33179	33198	324	0.9241	-0.999
33179	33217	324	0.8911	-1.983
33198	33217	324	0.9556	-0.984
20810	32532	325	0.7572	0.995
20835	32532	325	0.7921	2.0
32532	32541	325	0.9599	-1.004
32532	32555	325	0.9729	-2.004
32532	34673	325	0.7045	813.45
32532	39562	325	0.7979	-1.998
32532	39563	325	0.7417	-2.013
39312	39562	325	0.7023	-128.094
39562	39563	325	0.8899	-0.015
32541	39562	325	0.7862	-0.994
32555	39562	325	0.7989	0.006
20810	20835	325	0.9582	-1.005
20810	32541	325	0.7687	-0.009
20810	32555	325	0.7544	-1.009
37734	39310	325	0.7854	-359.181
37734	39312	325	0.7771	-360.183
37734	39313	325	0.7075	-361.185
39310	39313	325	0.8881	-2.004
39312	39313	325	0.8444	-1.002
32541	39563	325	0.7535	-1.009
32555	39563	325	0.7464	-0.009
20835	32555	325	0.7831	-0.004
32541	32555	325	0.9616	-1.0
32555	34673	325	0.7579	815.454
34673	39310	325	0.7258	-686.352
32541	34673	325	0.7922	814.454
39310	39312	325	0.9568	-1.002
20835	32541	325	0.7905	0.996
8523	8552	326	0.9333	-1.011
5975	6008	327	0.9655	-1.004
34118	34138	328	0.9505	-1.011
17615	17627	329	0.8211	-0.981
17596	17615	329	0.8799	-0.996
17863	33145	330	0.7381	0.001
17874	33145	330	0.7335	1.005
33145	33157	330	0.9747	-0.999
33145	33166	330	0.9653	-2.013
32890	33157	330	0.8061	-15.99
17863	33157	330	0.7393	-0.998
17874	33157	330	0.7291	0.006
17901	33157	330	0.7001	2.018
33157	33166	330	0.9501	-1.014
17863	17874	330	0.9275	-1.004
17874	17901	330	0.9141	-2.012
17874	33166	330	0.7224	-1.008
17863	33166	330	0.709	-2.012
17901	33166	330	0.7019	1.004
17863	17901	330	0.8666	-3.016
36829	36937	331	0.8408	-18.004
36919	36937	331	0.8303	-3.012
36921	36937	331	0.9157	-3.008
36928	36937	331	0.8914	-2.04
36931	36937	331	0.8959	-2.016
36935	36937	331	0.8888	-1.004
36819	36919	331	0.8409	-16.02
36819	36921	331	0.7213	-16.024
36819	36928	331	0.7503	-16.992
36819	36931	331	0.7213	-17.016
36819	36935	331	0.7341	-18.028
36829	36921	331	0.8843	-14.996
36919	36921	331	0.8894	-0.004
36921	36928	331	0.9399	-0.968
36921	36931	331	0.9548	-0.992
36921	36935	331	0.9488	-2.004
36829	36928	331	0.8623	-15.964
36919	36928	331	0.9119	-0.972
36928	36931	331	0.9343	-0.024
36928	36935	331	0.9193	-1.036
36829	36919	331	0.8001	-14.992
36919	36931	331	0.8947	-0.996
36919	36935	331	0.8883	-2.008
36829	36931	331	0.879	-15.988
36931	36935	331	0.936	-1.012
36829	36935	331	0.866	-17.0
5437	5462	332	0.7862	544.189
8415	8454	333	0.8725	-1.008
8454	8482	333	0.8546	-0.996
8415	8482	333	0.7948	-2.004
12635	12696	334	0.7587	-2.016
12668	12696	334	0.7535	-1.017
12608	12668	334	0.8922	-2.001
12635	12668	334	0.9253	-0.999
3370	3383	334	0.8828	-988.517
12608	12635	334	0.9305	-1.002
3383	12608	334	0.7272	1.003
6484	6499	336	0.827	-0.984
6682	6707	337	0.8981	-0.963
5956	6743	338	0.702	-26.962
6207	6239	338	0.7138	-0.992
1433	8606	338	0.7886	-331.08
6562	8606	338	0.7199	-72.02
8538	8606	338	0.7099	-1.95
8542	8606	338	0.727	-1.938
1874	8606	338	0.7653	-291.074
1922	1944	338	0.7499	-0.996
1944	3302	338	0.7123	-71.082
315	965	338	0.7343	-101.012
7717	7746	338	0.8677	-1.006
4213	7717	338	0.751	-144.084
4737	7717	338	0.7548	-114.112
65	1503	338	0.7361	-231.112
482	1503	338	0.7695	-114.034
527	1503	338	0.7019	-108.056
1127	1503	338	0.7091	-30.996
1503	2489	338	0.7496	-76.042
1503	3726	338	0.7293	-129.036
1503	4714	338	0.7065	-178.994
1503	4737	338	0.7158	-179.978
1478	3279	338	0.766	-111.114
1922	3279	338	0.7435	-71.076
3279	3302	338	0.9107	-1.002
3279	4659	338	0.74	-67.952
3279	8542	338	0.769	-215.038
306	1922	338	0.7613	-188.03
321	1922	338	0.8161	-186.052
569	1922	338	0.7753	-140.052
1922	2978	338	0.7623	-59.002
1922	4767	338	0.7549	-143.082
204	599	338	0.7765	-87.032
592	599	338	0.7287	-1.01
599	2978	338	0.7507	-186.064
179	4714	338	0.7589	-360.09
482	4714	338	0.7603	-293.028
527	4714	338	0.714	-287.05
2489	4714	338	0.7059	-102.952
4213	4714	338	0.7248	-28.988
4714	4737	338	0.9061	-0.984
4714	4763	338	0.7157	-2.026
306	569	338	0.78	-47.978
321	569	338	0.8106	-46.0
356	569	338	0.8035	-40.048
431	569	338	0.783	-18.988
569	688	338	0.8265	-24.018
569	8817	338	0.7607	-434.07
306	8542	338	0.7597	-474.144
321	8542	338	0.778	-472.166
8538	8542	338	0.879	-0.012
8542	8580	338	0.7207	-0.998
65	575	338	0.7018	-130.078
482	575	338	0.7557	-13.0
575	2489	338	0.7316	-177.076
179	1157	338	0.7049	-152.098
65	179	338	0.7332	-50.016
65	482	338	0.838	-117.078
65	1127	338	0.7168	-200.116
65	2489	338	0.7293	-307.154
65	7355	338	0.7117	-513.246
204	326	338	0.9028	-29.004
326	552	338	0.8215	-42.056
326	1909	338	0.7664	-184.04
326	7986	338	0.7653	-450.158
3151	3614	338	0.7197	-17.044
7557	21271	338	0.7333	-385.204
1909	2470	338	0.7379	-38.046
2153	2470	338	0.7993	-16.056
2470	2978	338	0.7376	-22.006
2470	4586	338	0.7812	-98.998
2470	6562	338	0.808	-179.036
2470	7986	338	0.7468	-228.072
1478	1874	338	0.7672	-37.016
1478	2153	338	0.809	-60.978
1478	2857	338	0.7718	-94.99
1478	4586	338	0.7836	-176.032
179	2489	338	0.7655	-257.138
482	2489	338	0.825	-190.076
1583	2489	338	0.7825	-71.074
1768	2489	338	0.761	-48.038
2489	3726	338	0.731	-52.994
2489	4737	338	0.7468	-103.936
4745	5443	338	0.7502	-34.972
4745	7182	338	0.7327	-94.042
527	4763	338	0.7327	-289.076
4213	4763	338	0.7597	-31.014
4737	4763	338	0.7627	-1.042
179	482	338	0.8009	-67.062
321	482	338	0.794	-33.984
482	527	338	0.7483	-5.978
482	4213	338	0.779	-264.04
482	4737	338	0.8121	-294.012
2153	2722	338	0.8213	-27.994
11037	11080	338	0.8873	-1.016
10139	11037	338	0.7045	-25.03
7746	11037	338	0.8239	-106.006
144	431	338	0.7608	-71.038
306	431	338	0.7527	-28.99
315	431	338	0.7686	-28.006
356	431	338	0.8038	-21.06
431	435	338	0.8676	-0.984
431	688	338	0.8107	-43.006
431	1433	338	0.7914	-116.012
10139	20231	338	0.7462	-271.13
4096	20231	338	0.7359	9.036
1768	7557	338	0.7124	-261.098
3726	7557	338	0.7337	-160.066
8538	8580	338	0.7332	-1.01
179	527	338	0.7491	-73.04
179	4737	338	0.7381	-361.074
1909	7714	338	0.8175	-257.128
7986	8538	338	0.7212	-21.034
435	8817	338	0.7882	-452.074
5711	5956	338	0.7329	-9.016
1127	3151	338	0.7007	-136.012
3302	4814	338	0.7576	-71.996
4767	4814	338	0.8143	-0.992
5711	7986	338	0.7573	-78.968
4096	4364	338	0.7474	-15.993
1127	6207	338	0.7563	-273.106
6207	7355	338	0.7652	-40.024
204	1433	338	0.7868	-171.066
321	1433	338	0.7827	-143.024
356	1433	338	0.8274	-137.072
688	1433	338	0.8304	-73.006
1433	1717	338	0.783	-29.002
1433	1874	338	0.8497	-40.006
1433	2153	338	0.8249	-63.968
1433	4586	338	0.7864	-179.022
315	2978	338	0.734	-246.048
321	2153	338	0.8262	-206.992
356	2153	338	0.852	-201.04
688	2153	338	0.8767	-136.974
1717	2153	338	0.8034	-34.966
1874	2153	338	0.7985	-23.962
2153	4586	338	0.8196	-115.054
1127	1838	338	0.8221	-63.034
1838	7355	338	0.7553	-250.096
527	4213	338	0.7103	-258.062
527	4737	338	0.7507	-288.034
688	1717	338	0.8274	-102.008
1717	1874	338	0.7726	-11.004
1717	2408	338	0.7547	-48.012
1717	2857	338	0.7602	-68.978
1717	4586	338	0.7985	-150.02
1717	5711	338	0.7615	-200.126
4213	4737	338	0.7986	-29.972
552	7182	338	0.7544	-379.164
204	1909	338	0.7697	-213.044
204	315	338	0.7489	-27.048
315	552	338	0.8053	-44.012
315	4586	338	0.7943	-323.04
144	306	338	0.7922	-42.048
144	321	338	0.795	-44.026
144	356	338	0.8078	-49.978
144	2018	338	0.7291	-241.072
688	1850	338	0.8334	-111.068
1850	1874	338	0.7474	-1.944
1850	2018	338	0.7342	-15.96
4586	5711	338	0.7899	-50.106
306	321	338	0.8588	-1.978
306	356	338	0.8118	-7.93
306	688	338	0.8075	-71.996
321	356	338	0.823	-5.952
356	435	338	0.7835	-22.044
356	688	338	0.8643	-64.066
356	4586	338	0.7894	-316.094
435	2857	338	0.7974	-213.008
7746	11080	338	0.7942	-107.022
2408	2857	338	0.7411	-20.966
204	4586	338	0.7866	-350.088
688	4586	338	0.8346	-252.028
1127	7355	338	0.8306	-313.13
1127	7383	338	0.7013	-314.134
204	552	338	0.8082	-71.06
7355	10323	338	0.793	-99.102
7383	10323	338	0.8038	-98.098
321	688	338	0.8173	-70.018
7355	7383	338	0.9438	-1.004
29409	29425	339	0.8644	-1.002
29425	29426	339	0.8864	0.0
29425	29454	339	0.9568	-1.011
29425	29714	339	0.943	-16.02
29425	29732	339	0.8446	-17.019
29425	29734	339	0.9519	-17.028
29425	29774	339	0.7579	887.483
29425	29818	339	0.8126	-21.966
29425	29819	339	0.8231	-21.978
29409	29426	339	0.8142	-1.002
29426	29454	339	0.8637	-1.011
29426	29714	339	0.8679	-16.02
29426	29732	339	0.8968	-17.019
29426	29734	339	0.8478	-17.028
29426	29774	339	0.7582	887.483
29426	29818	339	0.7833	-21.966
29426	29819	339	0.752	-21.978
29454	29818	339	0.7422	-20.955
29818	29819	339	0.9004	-0.012
29409	29454	339	0.8395	-2.013
29454	29714	339	0.9369	-15.009
29454	29732	339	0.8292	-16.008
29454	29734	339	0.9695	-16.017
29454	29774	339	0.7666	888.494
29454	29819	339	0.7542	-20.967
29409	29714	339	0.8205	-17.022
29714	29732	339	0.8415	-0.999
29714	29734	339	0.9512	-1.008
29714	29774	339	0.7361	903.503
29409	29734	339	0.8188	-18.03
29732	29734	339	0.8115	-0.009
29734	29774	339	0.7306	904.511
29732	29774	339	0.7534	904.502
29409	29732	339	0.7706	-18.021
6154	6177	340	0.9799	-1.002
8367	8395	341	0.7138	-599.189
32663	32696	342	0.8939	-0.996
8624	8652	343	0.8502	600.338
8650	8652	343	0.7712	-0.008
38074	38081	344	0.7647	-0.966
8249	8280	345	0.968	-1.02
3602	3617	346	0.9089	-0.99
3617	4185	346	0.7256	-40.023
17797	17820	347	0.9121	-0.99
17797	17854	347	0.8147	-1.995
17820	17854	347	0.8965	-1.005
17854	17873	347	0.7471	-1.026
26290	26300	348	0.7242	1693.772
2457	2657	349	0.7092	-9.052
2657	2687	349	0.8645	-1.018
6134	6165	349	0.7787	-1.008
855	1007	349	0.7646	-17.026
1007	1018	349	0.8728	-0.984
737	855	349	0.7044	-12.924
2380	5255	349	0.7295	-137.088
855	1018	349	0.8551	-18.01
1018	1612	349	0.7302	-49.02
1018	3921	349	0.7147	-182.11
597	3921	349	0.7011	-229.088
855	3921	349	0.7094	-200.12
3921	4260	349	0.7077	-12.058
855	1612	349	0.7093	-67.03
1165	1612	349	0.8369	-35.006
1612	2088	349	0.7059	-48.056
1612	5730	349	0.7329	-218.078
855	3145	349	0.7003	-165.108
3145	3586	349	0.7017	-15.972
597	6134	349	0.7712	-329.116
6083	6134	349	0.7187	-2.016
6134	6564	349	0.9479	-14.016
6134	7111	349	0.9197	-31.974
6134	10723	349	0.8976	-151.996
4197	6134	349	0.8966	-91.012
4197	6083	349	0.7027	-88.996
4197	6564	349	0.8886	-105.028
4197	6607	349	0.8749	-107.006
4197	6634	349	0.8105	-108.01
4197	7111	349	0.8609	-122.986
4197	10723	349	0.8404	-243.008
1469	2380	349	0.7345	-73.942
5729	5730	349	0.8229	0.002
5729	7800	349	0.8291	-72.02
597	7111	349	0.7495	-361.09
6083	7111	349	0.7247	-33.99
6564	7111	349	0.8995	-17.958
7111	10723	349	0.8372	-120.022
6564	10723	349	0.8987	-137.98
62	150	349	0.7014	-42.982
62	597	349	0.7771	-143.034
62	1469	349	0.7113	-229.106
597	855	349	0.7176	-28.968
855	930	349	0.7417	-8.006
855	1165	349	0.7255	-32.024
855	1491	349	0.7109	-59.04
597	602	349	0.7364	-394.164
1165	5730	349	0.7315	-253.084
6607	6634	349	0.928	-1.004
1469	2657	349	0.7257	-86.984
5730	7800	349	0.7308	-72.022
6083	6094	349	0.95	-0.114
6083	6564	349	0.7071	-16.032
597	6564	349	0.7531	-343.132
14202	14219	350	0.9327	-1.002
14854	14884	351	0.9589	-1.004
11973	12022	352	0.9039	-2.02
11994	12022	352	0.8528	-1.016
11973	11994	352	0.8358	-1.004
38607	38613	353	0.8993	-0.996
25303	25334	354	0.7168	-2.024
25063	25334	354	0.7153	-15.028
25049	25063	354	0.8457	-0.996
25063	25082	354	0.8292	-0.992
25049	25082	354	0.8022	-1.988
2839	2865	355	0.8645	-1.008
26318	26636	356	0.8137	-17.031
26338	26636	356	0.796	-16.02
26636	26659	356	0.7091	-1.008
26318	26338	356	0.882	-1.011
26318	26356	356	0.7874	-2.022
26318	26659	356	0.8278	-18.039
26338	26356	356	0.9361	-1.011
26356	26659	356	0.9346	-16.017
26338	26659	356	0.9394	-17.028
26338	30749	356	0.7951	-227.169
26488	26509	357	0.8114	-1.034
35755	35771	358	0.81	-1.0
35771	35784	358	0.8118	-2.036
25401	25418	358	0.8444	-0.995
35609	35626	358	0.935	-2.008
35626	35630	358	0.9211	-0.992
35626	35774	358	0.9587	-17.024
35626	35794	358	0.7326	-19.008
25065	35626	358	0.7434	-1.007
25083	35626	358	0.7322	-0.002
25065	25083	358	0.9329	-1.005
25065	25401	358	0.7374	-21.995
25065	35609	358	0.704	1.001
25065	35630	358	0.7262	-1.999
25065	35774	358	0.7264	-18.031
25083	25401	358	0.7461	-20.99
35609	35794	358	0.7001	-21.016
35630	35794	358	0.7774	-18.016
35774	35794	358	0.7119	-1.984
35609	35630	358	0.8749	-3.0
35630	35643	358	0.782	-1.996
35630	35774	358	0.87	-16.032
25083	35630	358	0.7511	-0.994
35643	35657	358	0.8712	-0.996
35643	35670	358	0.8321	-2.024
35755	35784	358	0.7018	-3.036
35774	35784	358	0.7301	-1.012
35609	35774	358	0.9201	-19.032
35774	35893	358	0.7139	-15.968
25083	35774	358	0.732	-17.026
35882	35886	358	0.9394	-0.996
35886	35893	358	0.8296	-1.008
35882	35893	358	0.8241	-2.004
25083	35609	358	0.7177	2.006
35657	35670	358	0.8207	-1.028
6026	6039	359	0.9075	-1.002
24270	24324	360	0.9197	-1.998
24299	24324	360	0.9436	-0.993
24270	24299	360	0.949	-1.005
16061	16105	361	0.9477	-1.017
17032	17057	362	0.983	-0.996
6550	7065	363	0.9063	-17.026
6550	7066	363	0.894	-17.026
7065	7066	363	0.9248	0.0
31447	31456	364	0.9221	-0.985
31447	38619	364	0.7672	-1.971
4525	23018	365	0.7494	-549.19
16078	16109	366	0.9563	-1.0
16078	16128	366	0.9338	-2.004
16109	16128	366	0.9332	-1.004
4073	4548	367	0.8719	-27.996
25232	25270	368	0.9379	-1.0
34389	34412	369	0.9638	-1.0
11082	11118	370	0.9708	-1.0
8200	8237	371	0.88	-1192.646
21130	21157	372	0.9084	-1.006
21131	21157	372	0.8219	-1.004
21157	21596	372	0.7814	-12.002
21130	21131	372	0.8753	-0.002
21131	21572	372	0.7559	-11.996
21131	21596	372	0.7011	-13.006
21130	21572	372	0.8014	-11.998
21130	21596	372	0.7702	-13.008
21572	21596	372	0.9313	-1.01
27534	27547	373	0.9487	-1.005
30338	30363	374	0.8502	-1.038
30363	30378	374	0.861	-0.987
30338	30378	374	0.7448	-2.025
23296	23315	375	0.9787	-1.008
23315	23336	375	0.9379	-1.002
23296	23336	375	0.9099	-2.01
21058	21059	376	0.7629	-0.024
4629	4650	377	0.9576	-0.999
4629	6764	377	0.7978	-128.088
6764	6792	377	0.7244	-1.008
4650	6764	377	0.7337	-127.089
15088	15140	378	0.8897	-1.004
6527	6547	379	0.8137	-1.008
6527	26247	379	0.705	-0.001
6527	26274	379	0.7226	-1.003
26247	26274	379	0.9385	-1.002
26767	27076	380	0.8084	-15.0
27076	27084	380	0.9753	-0.999
27076	27117	380	0.9491	-2.007
26767	27117	380	0.7968	-17.007
27084	27117	380	0.9538	-1.008
26767	27084	380	0.8991	-15.999
19311	19342	381	0.9072	-0.998
19342	24094	381	0.7637	-128.09
5265	19311	381	0.7193	128.096
5265	5276	381	0.7687	-1.08
18853	18879	382	0.9656	-1.005
18879	18909	382	0.9459	-0.987
18853	18909	382	0.9281	-1.992
24916	25253	383	0.8545	-20.024
24930	25253	383	0.8451	-19.016
24939	25253	383	0.854	-18.016
24959	25253	383	0.8336	-17.02
25224	25253	383	0.8764	-1.988
25245	25253	383	0.9021	-0.992
25253	25312	383	0.7074	-2.968
25253	25525	383	0.7695	-14.964
25253	25533	383	0.7986	-15.98
25253	25571	383	0.7346	-16.964
24916	24959	383	0.8886	-3.004
24930	24959	383	0.9113	-1.996
24939	24959	383	0.9179	-0.996
24959	25224	383	0.9103	-15.032
24959	25245	383	0.909	-16.028
24959	25525	383	0.7759	-31.984
24959	25533	383	0.8687	-33.0
24959	25571	383	0.8302	-33.984
24959	37409	383	0.7691	-0.006
24916	25533	383	0.862	-36.004
24930	25533	383	0.8881	-34.996
24939	25533	383	0.9094	-33.996
25224	25533	383	0.8456	-17.968
25245	25533	383	0.8469	-16.972
25525	25533	383	0.878	-1.016
25533	25571	383	0.8473	-0.984
25533	37647	383	0.7488	1.017
37272	37409	383	0.8652	-15.987
37395	37409	383	0.8853	-3.015
37400	37409	383	0.8797	-2.004
37401	37409	383	0.7864	-1.995
37404	37409	383	0.8587	-1.002
37409	37651	383	0.7118	-32.991
37409	37661	383	0.7443	-33.978
24916	25245	383	0.8848	-19.032
24930	25245	383	0.9027	-18.024
24939	25245	383	0.8896	-17.024
25224	25245	383	0.9406	-0.996
25245	25525	383	0.7582	-15.956
25245	25571	383	0.7747	-17.956
37254	37401	383	0.8286	-16.005
37395	37401	383	0.8693	-1.02
37400	37401	383	0.8585	-0.009
37401	37404	383	0.8507	-0.993
37254	37400	383	0.9007	-15.996
37395	37400	383	0.946	-1.011
37400	37404	383	0.9792	-1.002
37400	37647	383	0.7853	-33.981
24930	37400	383	0.7877	0.002
25224	37400	383	0.7788	17.03
25312	25319	383	0.9268	-1.004
37647	37661	383	0.8955	-2.001
37651	37661	383	0.8037	-0.987
37395	37404	383	0.9432	-2.013
37395	37647	383	0.7082	-34.992
12617	12842	383	0.8576	-16.0
12617	24692	383	0.7777	-1.023
37647	37650	383	0.7862	-1.017
37650	37651	383	0.7682	0.003
12842	24916	383	0.7686	1.013
24916	24930	383	0.9497	-1.008
24916	24939	383	0.9405	-2.008
24916	25224	383	0.9194	-18.036
24916	25525	383	0.847	-34.988
24916	25571	383	0.7906	-36.988
37404	37651	383	0.77	-33.993
12835	12886	383	0.8969	-2.99
12842	12886	383	0.8634	-1.985
12872	12886	383	0.9062	-0.995
12886	12887	383	0.8038	-0.02
12835	12872	383	0.922	-1.995
12842	12872	383	0.8986	-0.99
12872	12887	383	0.8408	-1.015
12872	24692	383	0.7259	15.967
12835	12887	383	0.83	-3.01
12842	12887	383	0.822	-2.005
37254	37272	383	0.8715	-2.013
24692	37254	383	0.7457	1.026
37647	37651	383	0.9415	-1.014
25525	37647	383	0.7305	0.001
24930	25571	383	0.8086	-35.98
24939	25571	383	0.858	-34.98
25224	25571	383	0.7839	-18.952
25525	25571	383	0.7661	-2.0
12835	12842	383	0.9386	-1.005
24930	24939	383	0.9523	-1.0
24930	25224	383	0.9457	-17.028
24930	25525	383	0.8609	-33.98
24939	25224	383	0.9254	-16.028
25224	25525	383	0.8352	-16.952
24939	25525	383	0.8451	-32.98
24692	24939	383	0.8887	-15.972
20070	20128	384	0.9512	-1.006
20070	22799	384	0.8349	-71.036
20128	22799	384	0.8225	-70.03
9547	9579	385	0.8187	-1237.174
9564	9579	385	0.8934	-1.004
9547	9564	385	0.9399	-1236.17
20884	20930	386	0.8887	-1.002
2451	2471	387	0.9413	-1.002
11706	11723	388	0.9257	-0.996
4344	4360	389	0.9001	-1.0
21595	21617	390	0.7003	-1.008
21597	21617	390	0.8984	-1.002
21597	21642	390	0.8163	-2.007
21617	21642	390	0.8677	-1.005
21642	21668	390	0.7415	-0.996
30739	31004	391	0.7552	-17.016
30739	31048	391	0.7063	-19.017
31004	31048	391	0.9435	-2.001
11423	11446	392	0.8999	-1.008
37810	37822	393	0.9759	-1.002
37810	37829	393	0.9567	-2.007
37810	37836	393	0.8918	-3.015
26035	37810	393	0.7937	1.002
26042	37810	393	0.7008	2.014
37630	37721	393	0.8839	-15.954
37630	37822	393	0.7572	-30.978
37630	37829	393	0.8456	-31.983
37630	37836	393	0.7699	-32.991
37721	37829	393	0.8981	-16.029
37822	37829	393	0.9549	-1.005
37829	37836	393	0.8629	-1.008
26035	37829	393	0.807	-1.005
26042	37829	393	0.7297	0.007
37721	37822	393	0.7892	-15.024
37822	37836	393	0.8963	-2.013
26035	37822	393	0.8029	0.0
26042	37822	393	0.7155	1.012
37721	37836	393	0.7899	-17.037
26035	37836	393	0.7624	-2.013
26035	26042	393	0.8431	-1.012
26035	26058	393	0.8436	-2.032
26042	26058	393	0.75	-1.02
16571	16603	394	0.9704	-1.002
10	838	395	0.7473	-1.005
11	838	395	0.7326	0.003
832	838	395	0.9159	-1.005
10	11	395	0.9611	-1.008
12094	12136	396	0.8657	-2.001
12115	12136	396	0.8603	-1.002
12136	12502	396	0.8088	-15.027
12136	12533	396	0.8257	-16.032
12094	12115	396	0.9723	-0.999
12115	12502	396	0.8865	-16.029
12115	12533	396	0.8865	-17.034
12094	12533	396	0.8984	-18.033
12502	12533	396	0.9462	-1.005
12094	12502	396	0.8793	-17.028
16156	16175	397	0.8476	-1.008
16156	16193	397	0.8722	-2.008
16175	16193	397	0.8504	-1.0
21181	21193	398	0.9535	-1.008
21181	21194	398	0.9086	-1.005
21181	21215	398	0.9426	-2.01
21193	21194	398	0.9004	0.003
21194	21215	398	0.884	-1.005
21193	21215	398	0.9484	-1.002
1746	1759	399	0.926	-1.002
17348	17370	400	0.9689	-0.999
17370	17386	400	0.9314	-1.011
17348	17386	400	0.8826	-2.01
21316	21345	401	0.9772	-1.005
21316	21364	401	0.8503	-2.007
21316	21749	401	0.8597	-17.022
21345	21364	401	0.8724	-1.002
21364	21749	401	0.7304	-15.015
21345	21749	401	0.8472	-16.017
33399	33416	402	0.8929	-0.99
33399	33427	402	0.8925	-2.001
33416	33427	402	0.9418	-1.011
16552	16594	403	0.9192	-1.008
24679	24691	404	0.9553	-0.993
30553	30583	405	0.9681	-1.005
30583	30603	405	0.9124	-0.996
30583	30853	405	0.7267	-16.023
30583	30865	405	0.8072	-17.025
30553	30603	405	0.8886	-2.001
30603	30865	405	0.7641	-16.029
30553	30853	405	0.7235	-17.028
30853	30865	405	0.948	-1.002
30553	30865	405	0.783	-18.03
312	373	406	0.7648	-13.983
373	4911	406	0.7032	42.085
35898	35909	407	0.9735	-1.008
35898	35920	407	0.9566	-2.004
35909	35920	407	0.9186	-0.996
23835	23872	408	0.9765	-1.004
18121	18141	409	0.8379	-1.01
19286	19314	410	0.9516	-1.002
9612	15111	411	0.7236	-227.157
15095	15111	411	0.9468	-0.999
9585	9612	411	0.9356	-1.005
9585	15095	411	0.7544	-227.163
21096	21106	412	0.8545	-0.99
21106	21124	412	0.899	-0.996
14323	14335	413	0.8783	-1.0
14335	14361	413	0.8958	-0.992
14361	30012	413	0.7226	1.991
30012	30045	413	0.9932	-1.005
30012	30046	413	0.8605	-0.999
30012	30066	413	0.9704	-2.007
14323	14361	413	0.7711	-1.992
14361	30045	413	0.7147	0.986
14361	30066	413	0.7128	-0.016
30045	30066	413	0.9724	-1.002
30046	30066	413	0.87	-1.008
30045	30046	413	0.8747	0.006
411	470	414	0.7208	-766.917
464	470	414	0.7954	-1.98
411	414	414	0.9782	-751.925
411	464	414	0.7645	-764.937
414	464	414	0.7411	-13.012
36270	36283	415	0.9391	-0.996
36283	36284	415	0.8216	0.006
22703	36283	415	0.7153	0.003
22663	22703	415	0.7307	-0.992
36270	36284	415	0.7825	-0.99
22703	36270	415	0.7243	0.999
6997	7016	416	0.9194	-1.002
38723	38728	417	0.9227	-0.998
38020	38033	418	0.712	-0.99
38021	38033	418	0.8004	-0.969
38031	38033	418	0.8487	0.012
38032	38033	418	0.7059	0.015
38033	38040	418	0.8672	-1.02
38033	38050	418	0.7064	-2.016
38021	38040	418	0.7744	-1.989
38031	38040	418	0.8442	-1.008
38039	38040	418	0.7857	-0.021
38040	38050	418	0.7322	-0.996
38020	38031	418	0.8855	-1.002
38021	38031	418	0.8023	-0.981
38031	38032	418	0.896	-0.003
38031	38039	418	0.8278	-0.987
38031	38050	418	0.8451	-2.004
38020	38039	418	0.9381	-1.989
38021	38039	418	0.7415	-1.968
38032	38039	418	0.8583	-0.984
38039	38050	418	0.9093	-1.017
38020	38021	418	0.7052	-0.021
38020	38032	418	0.9799	-1.005
38020	38050	418	0.8732	-3.006
38032	38050	418	0.8756	-2.001
26939	26973	419	0.8887	-2.016
26956	26973	419	0.9455	-1.012
26973	27002	419	0.8356	-0.992
26939	27002	419	0.7672	-3.008
26956	27002	419	0.8387	-2.004
26939	26956	419	0.9424	-1.004
11745	11813	420	0.7528	-2.019
11790	11813	420	0.8641	-1.014
11745	11790	420	0.9189	-1.005
7583	7611	421	0.9627	-0.999
13804	13862	422	0.9668	-1.006
1745	13804	422	0.7125	-0.001
8764	8785	423	0.9359	-1.002
8766	8785	423	0.7581	-1.002
8764	8766	423	0.8033	0.0
2279	3555	424	0.7335	-81.978
3555	3692	424	0.7924	-9.03
3555	3790	424	0.7429	-23.046
3555	5782	424	0.7334	-161.025
3555	5799	424	0.7166	-162.03
2279	4126	424	0.7824	-122.01
2290	4126	424	0.7781	-121.008
3692	4126	424	0.7066	-31.002
3858	4126	424	0.838	-13.002
4107	4126	424	0.8761	-0.99
