CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
23521	23545	848	0.9352	-0.996
23113	23404	848	0.8275	-12.009
23113	23134	848	0.9575	-1.005
23134	23167	848	0.8192	-1.002
23134	23521	848	0.9685	-16.026
23113	23167	848	0.8125	-2.007
23167	23521	848	0.8076	-15.024
23113	23521	848	0.9335	-17.031
19051	19053	849	0.8099	-0.015
1006	10031	850	0.7547	-0.001
29411	29423	851	0.8787	-0.95
16548	16587	852	0.9368	-1.005
9831	9858	853	0.9434	-1.002
16879	16927	854	0.8533	716.196
16927	16935	854	0.857	-1.0
16879	16935	854	0.84	715.196
28345	28399	855	0.9161	-1.004
31602	31616	856	0.9282	-1.02
19030	19031	857	0.8615	0.002
9594	9627	858	0.7811	-0.974
28005	28021	859	0.9172	-0.996
25399	25853	859	0.7864	-18.0
25399	26313	859	0.814	-41.991
26313	28021	859	0.7627	-86.097
25399	28021	859	0.78	-128.088
31343	31374	860	0.9633	-1.0
1785	1793	861	0.8814	-0.924
1793	1806	861	0.8926	-1.008
1785	1806	861	0.7573	-1.932
22644	28642	862	0.7773	-277.164
22679	28642	862	0.8013	-276.168
22715	28642	862	0.748	-275.154
28594	28642	862	0.8152	-1.998
28623	28642	862	0.9527	-0.993
22644	22715	862	0.8284	-2.01
22679	22715	862	0.8218	-1.014
22715	28623	862	0.7111	-274.161
22644	22679	862	0.9605	-0.996
22679	28594	862	0.7481	-274.17
22679	28623	862	0.841	-275.175
22644	28594	862	0.7512	-275.166
28594	28623	862	0.8203	-1.005
22644	28623	862	0.8056	-276.171
20505	21348	863	0.7799	-32.988
20520	21348	863	0.867	-31.983
20556	21348	863	0.724	-30.984
20956	21348	863	0.7877	-16.992
20990	21348	863	0.8627	-15.99
21019	21348	863	0.7635	-14.991
21046	21348	863	0.7219	-13.986
21348	21988	863	0.7604	-25.035
20505	20990	863	0.8225	-16.998
20520	20990	863	0.8414	-15.993
20556	20990	863	0.747	-14.994
20956	20990	863	0.9699	-1.002
20960	20990	863	0.7892	-1.011
20990	21019	863	0.9165	-0.999
20990	21046	863	0.7881	-2.004
20990	21988	863	0.8054	-41.025
20990	22020	863	0.7612	-42.03
20956	22020	863	0.7454	-43.032
20960	22020	863	0.7	-43.041
21019	22020	863	0.7525	-41.031
21046	22020	863	0.7251	-40.026
21988	22020	863	0.8904	-1.005
20505	20506	863	0.7454	-0.003
20506	20520	863	0.8039	-1.002
20506	20556	863	0.7597	-2.001
20505	21046	863	0.7106	-19.002
20520	21046	863	0.7221	-17.997
20956	21046	863	0.7791	-3.006
21019	21046	863	0.7864	-1.005
21046	21988	863	0.7535	-39.021
20505	20960	863	0.718	-15.987
20520	20960	863	0.7077	-14.982
20956	20960	863	0.8043	0.009
20960	21019	863	0.8088	-2.01
20960	21988	863	0.7487	-42.036
20505	20520	863	0.9377	-1.005
20520	20556	863	0.8988	-0.999
20520	20956	863	0.7846	-14.991
20520	21019	863	0.7811	-16.992
20520	21988	863	0.7575	-57.018
20505	21019	863	0.7863	-17.997
20556	21019	863	0.7967	-15.993
20956	21019	863	0.9269	-2.001
21019	21988	863	0.7962	-40.026
20505	20956	863	0.8568	-15.996
20556	20956	863	0.705	-13.992
20956	21988	863	0.8004	-42.027
20505	20556	863	0.8649	-2.004
20556	21988	863	0.7321	-56.019
20505	21988	863	0.7471	-58.023
19697	19722	864	0.8323	-1.0
19722	19739	864	0.8659	-1.0
19722	19740	864	0.857	-1.004
19697	19739	864	0.7903	-2.0
19739	19740	864	0.9229	-0.004
19697	19740	864	0.7973	-2.004
10255	10259	865	0.9546	-1.0
10259	10277	865	0.9539	-1.008
10259	10585	865	0.7053	615.336
10259	25645	865	0.734	-0.003
10259	25667	865	0.7173	-1.011
10561	10585	865	0.9526	-1.002
10255	25645	865	0.7372	-1.003
25645	25667	865	0.9249	-1.008
10255	10277	865	0.9323	-2.008
10255	10585	865	0.7054	614.336
10255	25667	865	0.7195	-2.011
10277	10585	865	0.7045	616.344
26573	26616	866	0.7691	-3.0
26581	26616	866	0.797	-2.0
26597	26616	866	0.7455	-0.992
26573	26597	866	0.7647	-2.008
26581	26597	866	0.8739	-1.008
26573	26581	866	0.8693	-1.0
7604	7629	867	0.939	-1.005
6755	26550	868	0.7296	0.001
6776	26550	868	0.72	1.0
6755	6776	868	0.9523	-0.999
17424	17487	869	0.9238	-2.001
17461	17487	869	0.9343	-0.993
17424	17461	869	0.9543	-1.008
18216	18250	870	0.8959	-0.996
8423	8504	871	0.7035	-2.031
38950	39024	872	0.9165	-18.051
38952	39024	872	0.915	-17.04
39021	39024	872	0.9066	-1.017
29468	39024	872	0.8427	-18.041
29490	39024	872	0.8058	-17.029
38950	38952	872	0.9762	-1.011
38950	39021	872	0.9587	-17.034
29468	38950	872	0.8732	0.01
29490	38950	872	0.846	1.022
29468	29490	872	0.9082	-1.012
29490	38952	872	0.8607	0.011
29490	39021	872	0.8589	-16.012
38952	39021	872	0.9583	-16.023
29468	38952	872	0.8903	-1.001
29468	39021	872	0.8574	-17.024
20110	20134	873	0.8093	-0.988
20080	20110	873	0.9154	-1.004
12660	12677	874	0.8348	-0.999
29976	29999	875	0.9287	-1.992
29992	29999	875	0.9007	-0.992
29999	30006	875	0.9214	-0.996
29999	30013	875	0.9283	-2.008
29976	29992	875	0.9706	-1.0
29992	30006	875	0.881	-1.988
29992	30013	875	0.7486	-3.0
29976	30006	875	0.8735	-2.988
30006	30013	875	0.8955	-1.012
29976	30013	875	0.778	-4.0
9216	9241	876	0.9171	-1.002
34777	34804	877	0.9353	-1.0
34777	34805	877	0.9306	-1.002
34322	34777	877	0.7075	973.49
34321	34334	877	0.8498	-1.014
34322	34334	877	0.7768	-1.008
34329	34334	877	0.8306	-0.009
34334	34342	877	0.7546	-1.008
34334	34343	877	0.8704	-0.993
34334	34353	877	0.7421	-2.025
34804	34805	877	0.955	-0.002
34322	34804	877	0.7058	972.49
34329	34804	877	0.7329	973.49
34321	34322	877	0.7431	-0.006
34321	34329	877	0.7846	-1.005
34321	34342	877	0.7192	-2.022
34321	34343	877	0.8255	-2.007
34321	34353	877	0.7042	-3.039
34322	34329	877	0.9389	-0.999
34329	34342	877	0.8713	-1.017
34329	34343	877	0.8923	-1.002
34329	34353	877	0.8364	-2.034
34329	34805	877	0.7285	973.488
34322	34342	877	0.8601	-2.016
34342	34343	877	0.8293	0.015
34342	34353	877	0.9586	-1.017
34322	34343	877	0.8729	-2.001
34343	34353	877	0.8238	-1.032
34322	34353	877	0.8407	-3.033
34322	34805	877	0.7069	972.489
37788	37796	878	0.7858	-1.017
37790	37796	878	0.9166	-1.002
37796	37798	878	0.7976	0.012
37796	37806	878	0.8826	-1.008
37796	37815	878	0.7046	-2.001
37796	37817	878	0.7628	-2.007
37788	37798	878	0.8476	-1.005
37790	37798	878	0.8336	-0.99
37798	37806	878	0.838	-1.02
37798	37815	878	0.7123	-2.013
37788	37815	878	0.793	-3.018
37790	37815	878	0.7637	-3.003
37806	37815	878	0.8442	-0.993
37815	37817	878	0.8674	-0.006
37788	37817	878	0.715	-3.024
37790	37817	878	0.7479	-3.009
37806	37817	878	0.8835	-0.999
37788	37806	878	0.8431	-2.025
37790	37806	878	0.9226	-2.01
37788	37790	878	0.86	-0.015
6752	6766	879	0.9208	-1.002
6752	7544	879	0.7807	-43.002
6752	7573	879	0.7258	-44.01
6766	7544	879	0.7857	-42.0
7544	7573	879	0.9029	-1.008
6766	7573	879	0.7903	-43.008
7310	7327	880	0.8518	-1.008
14046	14066	881	0.9454	-1.008
14059	14090	882	0.9088	-0.999
14090	14112	882	0.8566	-1.011
14059	14112	882	0.9052	-2.01
22332	22368	883	0.881	-1.995
22347	22368	883	0.9451	-0.996
22368	22821	883	0.7574	-16.029
22368	22846	883	0.7732	-17.04
22332	22821	883	0.7849	-18.024
22347	22821	883	0.7413	-17.025
22821	22846	883	0.7968	-1.011
8257	8272	883	0.9578	-1.004
8272	22332	883	0.7027	18.032
22332	22347	883	0.9152	-0.999
22332	22846	883	0.7333	-19.035
22347	22846	883	0.7684	-18.036
2533	2544	884	0.9663	-1.002
27644	27656	885	0.9442	-1.005
27656	27666	885	0.9477	-0.996
27644	27666	885	0.921	-2.001
4317	4346	886	0.8059	-0.957
15169	15208	887	0.922	-1.002
15208	15244	887	0.7372	-1.02
15244	15276	887	0.8365	-1.012
17273	17312	889	0.9803	-0.999
15596	15649	890	0.9346	-1.002
18899	18934	891	0.8777	-2.008
18919	18934	891	0.943	-1.004
18899	18919	891	0.9169	-1.004
17338	17355	892	0.8402	-0.999
19251	19272	893	0.9606	-1.008
19251	19857	893	0.9612	-17.028
19251	19858	893	0.8111	-17.026
19251	19861	893	0.7405	-773.277
19251	19894	893	0.9106	-18.034
19857	19880	893	0.7065	-757.248
19861	19880	893	0.8656	-0.999
19880	19894	893	0.7354	756.242
19272	19857	893	0.9106	-16.02
19857	19858	893	0.846	0.002
19857	19861	893	0.794	-756.249
19857	19894	893	0.9224	-1.006
19272	19858	893	0.7588	-16.018
19272	19894	893	0.905	-17.026
19858	19861	893	0.7513	-756.251
19858	19894	893	0.8324	-1.008
19861	19894	893	0.7733	755.243
781	785	894	0.9386	-1.008
35126	35140	895	0.7578	-1.032
37187	37190	896	0.8913	-1.013
16607	16657	897	0.9378	-1.0
7056	10941	898	0.8347	-128.096
30487	30517	899	0.885	-1.0
37588	37589	900	0.7475	0.0
37588	37600	900	0.7832	-1.011
37582	37598	900	0.8628	-2.013
37583	37598	900	0.8985	-2.01
37589	37598	900	0.8891	-1.008
37598	37600	900	0.7642	-0.003
37582	37589	900	0.9084	-1.005
37583	37589	900	0.8474	-1.002
37589	37600	900	0.761	-1.011
37582	37600	900	0.747	-2.016
37582	37583	900	0.9152	-0.003
4325	4343	901	0.8385	-0.992
4343	4357	901	0.9165	-0.996
14753	14807	902	0.9053	-2.016
14781	14807	902	0.9286	-1.005
14753	14781	902	0.9226	-1.011
39124	39129	903	0.9276	-1.028
37436	37445	905	0.8444	-0.988
37445	37447	905	0.7148	-0.018
15240	15241	906	0.8322	-0.01
15241	15262	906	0.7694	-1.004
15240	15262	906	0.9204	-1.014
30330	30361	907	0.9594	-1.002
13986	14346	908	0.8287	-17.025
13986	34914	908	0.7765	0.009
13986	34939	908	0.7851	-1.003
13986	35191	908	0.7495	-15.987
14346	35191	908	0.7311	1.038
34914	35191	908	0.8999	-15.996
35191	35212	908	0.784	-1.028
35191	35228	908	0.7166	-2.044
35191	35490	908	0.813	-15.054
34914	34939	908	0.9562	-1.012
34939	35212	908	0.8705	-16.012
34939	35228	908	0.8743	-17.028
14346	34914	908	0.7494	17.034
34914	35212	908	0.843	-17.024
34914	35490	908	0.8561	-31.05
35212	35490	908	0.7556	-14.026
14346	35228	908	0.7245	-1.006
35212	35228	908	0.8533	-1.016
12867	12900	909	0.9182	-1.011
13422	13456	910	0.937	-1.014
6742	6765	911	0.8634	-0.922
6765	6795	911	0.9281	-1.002
6742	6795	911	0.7289	-1.924
8042	8058	912	0.9736	-1.004
34926	34935	913	0.963	-0.996
20351	34935	913	0.7872	-2.015
20367	34935	913	0.8318	-1.003
20386	34935	913	0.8175	-0.007
20351	20398	913	0.8324	-3.016
20367	20398	913	0.8384	-2.004
20386	20398	913	0.8217	-1.008
20351	20367	913	0.9351	-1.012
20367	20386	913	0.9592	-0.996
20367	34926	913	0.8344	-0.007
20351	34926	913	0.8008	-1.019
20386	34926	913	0.8134	0.989
20351	20386	913	0.9182	-2.008
24970	25018	914	0.9095	-1.014
36606	36621	915	0.8292	-1.016
6928	6937	916	0.9613	-1.008
32260	32426	917	0.7046	-1924.946
32426	32434	917	0.938	-1.008
32260	32434	917	0.7011	-1925.953
14801	14852	918	0.9757	-1.004
15820	15821	919	0.7374	-0.006
13125	13143	920	0.8598	-0.999
8856	8872	921	0.8211	-0.963
1823	8856	921	0.8259	0.001
1830	8856	921	0.7954	1.005
2926	8856	921	0.7409	128.097
1823	1830	921	0.9601	-1.004
1830	2935	921	0.7681	-128.096
1830	8872	921	0.7089	0.042
1823	8872	921	0.7133	-0.962
1823	2926	921	0.7836	-128.096
2926	2935	921	0.8887	-1.004
11331	11363	922	0.8824	-1.0
32160	32191	923	0.855	-1.011
32191	32430	923	0.8613	-17.025
32160	32430	923	0.8972	-18.036
5635	5654	924	0.9119	-1.014
6265	6301	925	0.831	-1.006
19664	19686	926	0.9507	-0.996
35042	35628	927	0.7085	-31.996
34882	34901	927	0.932	-1.0
34901	34918	927	0.8171	-1.002
34901	35042	927	0.7857	-8.038
34901	35057	927	0.8187	-9.04
34901	35077	927	0.776	-10.034
34882	35042	927	0.8097	-9.038
35042	35057	927	0.9779	-1.002
35042	35077	927	0.8185	-1.996
34916	34918	927	0.7744	-0.01
34882	34918	927	0.7378	-2.002
34882	35057	927	0.7657	-10.04
35057	35077	927	0.8435	-0.994
34918	35077	927	0.7902	-9.032
39249	39255	928	0.8353	-1.005
21703	22341	929	0.9213	-17.026
21743	22341	929	0.8857	-16.024
21703	21743	929	0.9339	-1.002
9294	9295	930	0.8803	-0.002
9295	9325	930	0.7866	-0.99
9295	16611	930	0.7859	-200.072
6344	9295	930	0.7322	456.208
6996	7011	930	0.818	-0.996
6996	26950	930	0.7349	0.001
4499	4518	930	0.9613	-0.999
4499	6344	930	0.8194	-114.042
4499	6369	930	0.7626	-115.029
6367	6393	930	0.7346	-1.023
6344	6369	930	0.816	-0.987
6369	6393	930	0.8583	-0.978
4518	6369	930	0.7907	-114.03
9294	26950	930	0.7993	-488.204
16586	16611	930	0.8219	713.288
9294	16611	930	0.763	-200.074
9294	9325	930	0.8554	-0.992
6344	6393	930	0.7782	-1.965
6344	9294	930	0.7595	456.21
31798	32179	931	0.8258	-17.012
31798	32211	931	0.8547	-18.014
32179	32211	931	0.9744	-1.002
19191	19221	932	0.9712	-1.005
1685	2073	933	0.7484	-32.014
2073	2973	933	0.7214	-42.992
11276	11732	934	0.8845	-17.031
11311	11732	934	0.834	-16.02
11276	11311	934	0.877	-1.011
19069	19097	934	0.9403	-0.999
11276	19069	934	0.7077	-312.222
35438	35571	935	0.7462	-15.004
35451	35571	935	0.7254	-14.004
35571	35583	935	0.9603	-0.996
35571	35595	935	0.8747	-1.972
35571	35608	935	0.8667	-3.0
35451	35608	935	0.7034	-17.004
35583	35608	935	0.881	-2.004
35595	35608	935	0.9256	-1.028
35438	35595	935	0.7152	-16.976
35451	35595	935	0.7208	-15.976
35583	35595	935	0.9021	-0.976
35438	35583	935	0.7899	-16.0
35451	35583	935	0.7493	-15.0
35438	35451	935	0.9194	-1.0
30207	30249	936	0.9076	-2.004
30232	30249	936	0.9186	-0.987
30207	30232	936	0.9279	-1.017
16972	16996	937	0.7849	-1.017
16987	16996	937	0.7197	1435.74
14336	14859	938	0.8164	-14.036
14859	22979	938	0.7931	-213.148
1899	4947	938	0.7391	-227.154
4947	22979	938	0.7149	-0.009
33461	33477	939	0.8962	-1.02
22060	22090	940	0.7393	-1.018
30932	30943	941	0.8303	-1.01
30943	30958	941	0.7489	-2.01
17259	17322	942	0.8767	-3.012
17278	17322	942	0.8717	-2.004
17259	17278	942	0.9486	-1.008
16765	16766	943	0.8388	-0.006
16727	16763	943	0.7539	-0.996
16727	16765	943	0.7312	-1.026
16727	16788	943	0.7247	-2.001
16763	16788	943	0.8283	-1.005
9029	9048	944	0.8974	-0.999
27415	27447	945	0.9826	-0.999
8047	28666	946	0.7133	-0.999
28647	28666	946	0.9478	-1.0
28666	29031	946	0.7738	-13.018
28666	29053	946	0.9514	-14.018
8047	29031	946	0.7242	-14.017
28647	29031	946	0.9859	-14.018
29031	29053	946	0.9838	-1.0
8047	8192	946	0.7552	-14.016
8047	8060	946	0.9652	-1.005
8060	28647	946	0.7156	1.006
8060	29053	946	0.7075	-14.012
8047	28647	946	0.7314	0.001
28647	29053	946	0.8076	-15.018
18	20	947	0.7592	-0.981
19	20	947	0.7268	-0.054
982	987	948	0.9138	-1.008
16108	16125	949	0.9658	-1.004
16108	31755	949	0.7814	-0.003
16108	31785	949	0.7848	-1.014
16108	31802	949	0.7289	-2.001
31755	31802	949	0.9054	-1.998
31785	31802	949	0.9162	-0.987
16125	31802	949	0.7498	-0.997
31755	31785	949	0.9447	-1.011
16125	31785	949	0.8029	-0.01
16125	31755	949	0.8084	1.001
8297	8312	950	0.9587	-1.002
8297	8332	950	0.944	-2.01
5418	8297	950	0.7162	-156.093
8312	8332	950	0.9564	-1.008
5418	24318	950	0.7197	0.002
5418	24370	950	0.7181	-0.998
24318	24370	950	0.9727	-1.0
5105	5114	951	0.9104	-1.0
5105	5133	951	0.829	1076.036
5114	5133	951	0.7733	1077.036
28739	28754	952	0.9574	-1.004
28739	28768	952	0.893	1774.442
28739	29051	952	0.8019	1764.452
28739	29072	952	0.7857	-23.008
28739	29239	952	0.7281	-37.96
28739	38754	952	0.8457	-0.009
28739	38759	952	0.8397	-1.011
28739	38761	952	0.8113	-2.001
28739	38813	952	0.8316	-17.028
28739	38815	952	0.83	-18.036
28754	29239	952	0.7292	-36.956
28768	29239	952	0.7609	-1812.402
29051	29239	952	0.7822	-1802.412
29072	29239	952	0.7922	-14.952
29074	29239	952	0.7416	-13.988
29239	29278	952	0.7803	-2.02
38754	38759	952	0.9436	-1.002
38754	38761	952	0.8808	-1.992
38754	38813	952	0.908	-17.019
38754	38815	952	0.914	-18.027
28754	38754	952	0.8266	0.995
28768	38754	952	0.7924	-1774.451
29051	38754	952	0.7242	-1764.461
28754	28768	952	0.899	1775.446
28754	29051	952	0.8199	1765.456
28754	29072	952	0.779	-22.004
28754	38759	952	0.8438	-0.007
28754	38761	952	0.7945	-0.997
28754	38813	952	0.8336	-16.024
28754	38815	952	0.8323	-17.032
28768	29051	952	0.8496	-9.99
28768	29072	952	0.7915	-1797.45
28768	38759	952	0.7783	-1775.453
28768	38761	952	0.7619	-1776.443
28768	38813	952	0.7862	-1791.47
28768	38815	952	0.774	-1792.478
38759	38761	952	0.8642	-0.99
38759	38813	952	0.9146	-16.017
38759	38815	952	0.9198	-17.025
29051	29074	952	0.901	-1788.424
29072	29074	952	0.8524	-0.964
38761	38813	952	0.8912	-15.027
38813	38815	952	0.9322	-1.008
29051	38813	952	0.7396	-1781.48
29072	38813	952	0.7042	5.98
38761	38815	952	0.8827	-16.035
29051	38815	952	0.7455	-1782.488
29072	29278	952	0.7091	-16.972
29051	29072	952	0.9205	-1787.46
29051	38761	952	0.7337	-1766.453
29072	38761	952	0.7052	21.007
26287	26301	953	0.7589	-0.996
26299	26301	953	0.7971	0.006
26287	26584	953	0.8993	-17.028
26299	26584	953	0.703	-16.026
26287	26299	953	0.8355	-1.002
37525	37526	954	0.8211	-0.002
20305	20332	955	0.9048	-0.999
20332	20359	955	0.8819	-1.002
20305	20359	955	0.8462	-2.001
5137	5152	956	0.9303	-1.016
12940	12992	957	0.9605	-2.007
3152	3170	958	0.899	-1.008
21798	22170	959	0.8818	-10.022
22129	22170	959	0.9774	-1.002
21765	22129	959	0.804	-10.014
21765	21798	959	0.8764	-0.994
22162	22208	960	0.9262	-1.006
22208	22803	960	0.7573	-14.992
22208	22841	960	0.8583	-15.988
22208	22847	960	0.9107	-15.998
22162	22803	960	0.9142	-15.998
22162	22841	960	0.707	-16.994
22162	22847	960	0.7241	-17.004
22803	22847	960	0.9535	-1.006
22841	22847	960	0.8907	-0.01
22803	22841	960	0.912	-0.996
17081	17120	961	0.7826	-1.988
17098	17120	961	0.8248	-0.988
17120	17153	961	0.7186	-2.02
17081	17098	961	0.9601	-1.0
17137	17153	961	0.7415	-1.008
12140	12147	962	0.8674	-1.012
975	981	963	0.7906	-0.87
8241	8282	964	0.7438	-597.343
9951	9976	965	0.9498	-1.005
9976	9997	965	0.9343	-1.002
5086	9976	965	0.7046	-257.139
5077	5086	965	0.9495	-1.002
9951	9997	965	0.8949	-2.007
25873	25895	966	0.8097	-0.992
25895	25944	966	0.853	-1.002
25895	25972	966	0.7595	-1.992
25873	25944	966	0.8276	-1.994
25944	25972	966	0.7665	-0.99
22383	25873	966	0.7205	-100.024
22156	22221	967	0.9113	-2.001
22157	22221	967	0.7225	-1.992
22185	22221	967	0.8425	-1.002
22187	22221	967	0.9677	-0.999
22221	22569	967	0.8297	-15.012
22221	22593	967	0.8802	-16.023
22221	22619	967	0.8711	-17.025
22156	22593	967	0.8662	-18.024
22157	22593	967	0.7112	-18.015
22185	22593	967	0.8005	-17.025
22187	22593	967	0.8959	-17.022
22569	22593	967	0.8463	-1.011
22593	22619	967	0.8753	-1.002
22156	22187	967	0.9376	-1.002
22157	22187	967	0.7584	-0.993
22185	22187	967	0.8737	-0.003
22187	22569	967	0.8562	-16.011
22187	22619	967	0.8864	-18.024
22156	22569	967	0.8667	-17.013
22157	22569	967	0.7678	-17.004
22185	22569	967	0.8636	-16.014
22569	22619	967	0.8529	-2.013
22156	22185	967	0.9092	-0.999
22157	22185	967	0.8252	-0.99
22185	22594	967	0.7118	-17.034
22185	22619	967	0.8453	-18.027
22156	22619	967	0.8836	-19.026
22157	22619	967	0.749	-19.017
22156	22157	967	0.8092	-0.009
22157	22594	967	0.7683	-18.024
22156	22594	967	0.7215	-18.033
18569	18611	968	0.865	-0.99
18611	18614	968	0.8863	-0.012
18569	18614	968	0.9708	-1.002
11095	11115	969	0.9439	-1.011
11115	32428	969	0.7088	1.009
11115	32451	969	0.7314	0.003
11095	32451	969	0.7324	-1.008
32428	32451	969	0.9453	-1.006
11095	32428	969	0.7115	-0.002
18950	18996	970	0.9716	-1.004
3471	18996	970	0.7054	-1.004
3484	18996	970	0.7094	0.004
13140	18950	970	0.742	-156.098
3471	18950	970	0.7165	-0.0
3471	3484	970	0.9702	-1.008
29109	29122	971	0.8278	-0.993
4087	4333	972	0.8015	-15.018
4108	4333	972	0.9331	-14.019
4310	4333	972	0.9226	-1.008
4087	4310	972	0.8987	-14.01
4108	4310	972	0.8123	-13.011
4087	4108	972	0.9637	-0.999
91	3461	973	0.7576	0.001
8855	8878	974	0.9582	-0.999
27198	27199	975	0.9131	-0.014
27199	27220	975	0.8755	-0.996
27199	27254	975	0.7331	-2.012
27199	27719	975	0.8946	-17.018
27199	27720	975	0.8091	-17.028
27719	27720	975	0.7976	-0.01
27198	27719	975	0.8681	-17.032
27220	27719	975	0.8402	-16.022
27198	27220	975	0.9511	-1.01
27220	27254	975	0.8959	-1.016
27220	27720	975	0.8231	-16.032
27198	27254	975	0.8352	-2.026
27198	27720	975	0.8249	-17.042
27254	27720	975	0.7035	-15.016
19257	19270	977	0.8971	-0.992
19270	34204	977	0.7038	0.996
34189	34233	977	0.7217	-2.997
34191	34233	977	0.8118	-2.994
34204	34233	977	0.8303	-1.998
34215	34233	977	0.7604	-1.002
19257	34204	977	0.7145	0.004
34189	34204	977	0.8084	-0.999
34191	34204	977	0.971	-0.996
34204	34215	977	0.9141	-0.996
19257	34191	977	0.704	1.0
34189	34191	977	0.8095	-0.003
34191	34215	977	0.9055	-1.992
34189	34215	977	0.7589	-1.995
29893	30328	978	0.9208	-14.014
30328	30348	978	0.9754	-1.002
30328	30785	978	0.7999	-17.026
29893	30348	978	0.7705	-15.016
30348	30785	978	0.8268	-16.024
8145	8157	979	0.9545	-1.005
29459	29499	980	0.7019	-1.1
6991	7004	981	0.9295	-1.002
23378	23412	982	0.9494	-1.01
6260	6274	983	0.9551	-1.005
6274	6288	983	0.959	-0.995
6260	6288	983	0.9407	-2.0
11549	11581	984	0.9638	-1.002
38226	38232	985	0.7067	-1.002
38231	38232	985	0.7757	0.0
38226	38231	985	0.7268	-1.002
8900	8918	986	0.782	-1.011
8900	29822	986	0.7424	0.001
8900	29843	986	0.7465	-1.003
29822	29843	986	0.9687	-1.004
3640	3652	987	0.9642	-1.005
22297	22326	988	0.9094	-0.996
25902	25981	989	0.7058	-2.982
25935	25981	989	0.7493	-1.986
25902	25935	989	0.9004	-0.996
17311	17341	990	0.9299	-1.023
18619	18636	991	0.9195	-1.005
18636	18671	991	0.8985	-1.002
18162	18636	991	0.7154	-17.028
18619	18671	991	0.8898	-2.007
18162	37331	991	0.727	0.009
32014	32035	992	0.9236	-0.996
32014	32056	992	0.8345	-1.992
32035	32056	992	0.9056	-0.996
27955	27967	993	0.9029	-1.008
16405	16418	994	0.9136	-1.008
16418	16440	994	0.8388	-0.996
16405	16440	994	0.7344	-2.004
16393	16405	994	0.7123	-0.984
31384	31400	995	0.9047	-1.017
31400	31675	995	0.7068	-15.984
31384	31643	995	0.7263	-15.996
31628	31643	995	0.9305	-1.002
31643	31674	995	0.7297	-0.99
31643	31675	995	0.9036	-1.005
31643	31676	995	0.7503	-1.008
31643	31692	995	0.7433	-2.004
15997	31643	995	0.7577	0.006
16006	31643	995	0.7424	1.002
31384	31675	995	0.708	-17.001
16006	31384	995	0.7047	16.998
15997	16006	995	0.9423	-0.996
16006	31628	995	0.7065	2.004
16006	31674	995	0.7132	0.012
16006	31675	995	0.7393	-0.003
31628	31674	995	0.7164	-1.992
31628	31675	995	0.8287	-2.007
15997	31628	995	0.7235	1.008
31675	31692	995	0.7612	-0.999
31676	31692	995	0.7694	-0.996
31674	31675	995	0.7289	-0.015
31675	31676	995	0.7067	-0.003
15997	31675	995	0.7392	-0.999
31674	31676	995	0.761	-0.018
2233	2243	996	0.9041	-1.004
28074	28088	997	0.8014	-1.008
29273	29290	998	0.9247	-0.996
8673	8691	999	0.8696	-1.004
8673	8707	999	0.7743	-2.02
8691	8707	999	0.843	-1.016
17897	17904	1000	0.9521	-0.992
23988	24009	1001	0.8939	-1.002
8353	8365	1002	0.8562	-1.002
19185	19216	1003	0.7618	-0.987
19216	19230	1003	0.9278	-0.987
19185	19230	1003	0.7576	-1.974
7234	7246	1004	0.8688	1150.876
17168	17186	1005	0.8861	-1.002
17185	17186	1005	0.881	-0.009
17186	17222	1005	0.8771	-1.005
17186	17580	1005	0.7954	-14.013
17168	17185	1005	0.9656	-0.993
17185	17222	1005	0.9496	-1.014
17185	17580	1005	0.8596	-14.022
17168	17222	1005	0.9354	-2.007
17222	17580	1005	0.7086	-13.008
39783	39784	1006	0.8031	-0.942
39783	39785	1006	0.9102	-0.978
39784	39785	1006	0.8185	-0.036
18295	18315	1007	0.9088	-1.004
18315	18330	1007	0.7303	-0.964
18295	18330	1007	0.7632	-1.968
8189	8204	1008	0.9413	-1.01
32145	32164	1009	0.921	-0.999
32145	32401	1009	0.7252	-16.023
32164	32397	1009	0.7095	-14.019
32164	32401	1009	0.7137	-15.024
32385	32401	1009	0.8942	-2.007
32397	32401	1009	0.9588	-1.005
32385	32397	1009	0.9402	-1.002
16785	16801	1010	0.9285	-0.99
24827	24845	1011	0.9186	-1.005
20147	20182	1012	0.9163	-0.999
20182	20202	1012	0.9481	-1.002
20147	20202	1012	0.8818	-2.001
25300	25324	1013	0.8866	-1.014
25324	25348	1013	0.9114	-1.011
25300	25348	1013	0.7551	-2.025
32991	33010	1014	0.8998	-1.008
32991	33018	1014	0.7977	-2.013
33010	33018	1014	0.8815	-1.005
33018	33045	1014	0.8656	-1.008
9145	9158	1015	0.9736	-0.999
8083	9158	1015	0.7038	-59.007
8083	9145	1015	0.8061	-58.008
32907	32919	1016	0.8161	-1.035
32908	32919	1016	0.7397	-1.032
32919	32937	1016	0.7381	-0.969
32919	33195	1016	0.763	-16.005
32919	33215	1016	0.7769	-17.004
32919	33230	1016	0.7187	-18.003
32907	32937	1016	0.7425	-2.004
32937	33215	1016	0.7414	-16.035
32937	33230	1016	0.7568	-17.034
32907	33195	1016	0.8939	-17.04
32908	33195	1016	0.7358	-17.037
33173	33195	1016	0.8613	-1.005
33195	33215	1016	0.893	-0.999
33195	33230	1016	0.8002	-1.998
