identifier	precursor_charge	precursor_mz	retention_time	cluster	filename	scan
mzspec:USI000000:EK_Q_10_1:scan:4592	2	545.29345703125	33.075401	1175	EK_Q_10_1.mzML	4592
mzspec:USI000000:EK_Q_10_1:scan:4593	2	417.727386474609	33.07677	225	EK_Q_10_1.mzML	4593
mzspec:USI000000:EK_Q_10_1:scan:4594	3	459.266754150391	33.077976	3852	EK_Q_10_1.mzML	4594
mzspec:USI000000:EK_Q_10_1:scan:4603	2	513.3084	33.142897	913	EK_Q_10_1.mzML	4603
mzspec:USI000000:EK_Q_10_1:scan:4605	2	407.257873535156	33.15258	170	EK_Q_10_1.mzML	4605
mzspec:USI000000:EK_Q_10_1:scan:4607	2	396.214599609375	33.163628	133	EK_Q_10_1.mzML	4607
mzspec:USI000000:EK_Q_10_1:scan:4614	2	714.854064941406	33.212634	2477	EK_Q_10_1.mzML	4614
mzspec:USI000000:EK_Q_10_1:scan:4623	3	480.622467041016	33.274616	3938	EK_Q_10_1.mzML	4623
mzspec:USI000000:EK_Q_10_1:scan:4626	2	515.780334472656	33.287612	932	EK_Q_10_1.mzML	4626
mzspec:USI000000:EK_Q_10_1:scan:4628	2	628.35498046875	33.292541	1885	EK_Q_10_1.mzML	4628
mzspec:USI000000:EK_Q_10_1:scan:4629	2	539.801452636719	33.296193	1128	EK_Q_10_1.mzML	4629
mzspec:USI000000:EK_Q_10_1:scan:4630	2	737.881225585938	33.305035	2598	EK_Q_10_1.mzML	4630
mzspec:USI000000:EK_Q_10_1:scan:4632	2	599.291748046875	33.322687	1668	EK_Q_10_1.mzML	4632
mzspec:USI000000:EK_Q_10_1:scan:4637	2	565.796691894531	33.344308	1348	EK_Q_10_1.mzML	4637
mzspec:USI000000:EK_Q_10_1:scan:4638	3	352.893402099609	33.346551	3525	EK_Q_10_1.mzML	4638
mzspec:USI000000:EK_Q_10_1:scan:4639	2	561.291442871094	33.350489	1311	EK_Q_10_1.mzML	4639
mzspec:USI000000:EK_Q_10_1:scan:4641	2	467.771270751953	33.367289	520	EK_Q_10_1.mzML	4641
mzspec:USI000000:EK_Q_10_1:scan:4652	3	426.563842773438	33.444076	3720	EK_Q_10_1.mzML	4652
mzspec:USI000000:EK_Q_10_1:scan:4671	2	433.795684814453	33.541829	300	EK_Q_10_1.mzML	4671
mzspec:USI000000:EK_Q_10_1:scan:4673	2	613.806945800781	33.548787	1771	EK_Q_10_1.mzML	4673
mzspec:USI000000:EK_Q_10_1:scan:4677	2	697.846374511719	33.580054	2356	EK_Q_10_1.mzML	4677
mzspec:USI000000:EK_Q_10_1:scan:4681	3	467.2333984375	33.602149	3881	EK_Q_10_1.mzML	4681
mzspec:USI000000:EK_Q_10_1:scan:4683	2	367.730224609375	33.612008	69	EK_Q_10_1.mzML	4683
mzspec:USI000000:EK_Q_10_1:scan:4685	3	388.929443359375	33.625612	3591	EK_Q_10_1.mzML	4685
mzspec:USI000000:EK_Q_10_1:scan:4686	2	510.272857666016	33.63262	880	EK_Q_10_1.mzML	4686
mzspec:USI000000:EK_Q_10_1:scan:4688	2	743.359680175781	33.649625	2621	EK_Q_10_1.mzML	4688
mzspec:USI000000:EK_Q_10_1:scan:4689	2	438.75830078125	33.658429	332	EK_Q_10_1.mzML	4689
mzspec:USI000000:EK_Q_10_1:scan:4692	2	438.763946533203	33.671885	332	EK_Q_10_1.mzML	4692
mzspec:USI000000:EK_Q_10_1:scan:4703	2	540.776062011719	33.743437	1136	EK_Q_10_1.mzML	4703
mzspec:USI000000:EK_Q_10_1:scan:4707	2	421.267669677734	33.766833	240	EK_Q_10_1.mzML	4707
mzspec:USI000000:EK_Q_10_1:scan:4711	2	707.829040527344	33.802189	2430	EK_Q_10_1.mzML	4711
mzspec:USI000000:EK_Q_10_1:scan:4713	2	417.7275390625	33.810479	225	EK_Q_10_1.mzML	4713
mzspec:USI000000:EK_Q_10_1:scan:4716	3	401.240020751953	33.819516	3623	EK_Q_10_1.mzML	4716
mzspec:USI000000:EK_Q_10_1:scan:4717	2	530.786315917969	33.823994	1050	EK_Q_10_1.mzML	4717
mzspec:USI000000:EK_Q_10_1:scan:4720	3	610.320373535156	33.844231	4387	EK_Q_10_1.mzML	4720
mzspec:USI000000:EK_Q_10_1:scan:4722	2	381.2373046875	33.857444	102	EK_Q_10_1.mzML	4722
mzspec:USI000000:EK_Q_10_1:scan:4725	2	737.347045898438	33.866791	2592	EK_Q_10_1.mzML	4725
mzspec:USI000000:EK_Q_10_1:scan:4727	2	496.773223876953	33.877564	762	EK_Q_10_1.mzML	4727
mzspec:USI000000:EK_Q_10_1:scan:4728	2	616.840087890625	33.88305	1800	EK_Q_10_1.mzML	4728
mzspec:USI000000:EK_Q_10_1:scan:4731	3	640.284973144531	33.908227	4477	EK_Q_10_1.mzML	4731
mzspec:USI000000:EK_Q_10_1:scan:4736	3	390.884429931641	33.93915	3594	EK_Q_10_1.mzML	4736
mzspec:USI000000:EK_Q_10_1:scan:4738	2	632.840637207031	33.948348	1931	EK_Q_10_1.mzML	4738
mzspec:USI000000:EK_Q_10_1:scan:4739	2	959.925903320313	33.957206	3324	EK_Q_10_1.mzML	4739
mzspec:USI000000:EK_Q_10_1:scan:4746	2	628.354736328125	34.006308	1885	EK_Q_10_1.mzML	4746
mzspec:USI000000:EK_Q_10_1:scan:4748	2	485.806213378906	34.016437	673	EK_Q_10_1.mzML	4748
mzspec:USI000000:EK_Q_10_1:scan:4750	3	363.866027832031	34.025127	3544	EK_Q_10_1.mzML	4750
mzspec:USI000000:EK_Q_10_1:scan:4752	2	543.320678710938	34.035565	1168	EK_Q_10_1.mzML	4752
mzspec:USI000000:EK_Q_10_1:scan:4757	2	565.795471191406	34.065352	1348	EK_Q_10_1.mzML	4757
mzspec:USI000000:EK_Q_10_1:scan:4759	2	539.798828125	34.070708	1129	EK_Q_10_1.mzML	4759
mzspec:USI000000:EK_Q_10_1:scan:4762	2	450.281280517578	34.085969	399	EK_Q_10_1.mzML	4762
mzspec:USI000000:EK_Q_10_1:scan:4764	2	425.755737304688	34.100836	264	EK_Q_10_1.mzML	4764
mzspec:USI000000:EK_Q_10_1:scan:4768	2	646.349365234375	34.119421	2031	EK_Q_10_1.mzML	4768
mzspec:USI000000:EK_Q_10_1:scan:4772	2	529.315490722656	34.149584	1026	EK_Q_10_1.mzML	4772
mzspec:USI000000:EK_Q_10_1:scan:4781	2	476.298309326172	34.208915	588	EK_Q_10_1.mzML	4781
mzspec:USI000000:EK_Q_10_1:scan:4782	2	521.308288574219	34.212079	966	EK_Q_10_1.mzML	4782
mzspec:USI000000:EK_Q_10_1:scan:4783	2	508.767333984375	34.216805	871	EK_Q_10_1.mzML	4783
mzspec:USI000000:EK_Q_10_1:scan:4785	2	397.227783203125	34.225415	139	EK_Q_10_1.mzML	4785
mzspec:USI000000:EK_Q_10_1:scan:4792	2	443.784484863281	34.26604	360	EK_Q_10_1.mzML	4792
mzspec:USI000000:EK_Q_10_1:scan:4795	2	556.804870605469	34.288544	1264	EK_Q_10_1.mzML	4795
mzspec:USI000000:EK_Q_10_1:scan:4796	3	467.929	34.295207	3886	EK_Q_10_1.mzML	4796
mzspec:USI000000:EK_Q_10_1:scan:4801	2	367.731811523438	34.326484	69	EK_Q_10_1.mzML	4801
mzspec:USI000000:EK_Q_10_1:scan:4803	2	601.806945800781	34.33335	1686	EK_Q_10_1.mzML	4803
mzspec:USI000000:EK_Q_10_1:scan:4812	2	438.764373779297	34.402411	332	EK_Q_10_1.mzML	4812
mzspec:USI000000:EK_Q_10_1:scan:4814	2	474.270324707031	34.407755	567	EK_Q_10_1.mzML	4814
mzspec:USI000000:EK_Q_10_1:scan:4815	2	551.299011230469	34.411357	1220	EK_Q_10_1.mzML	4815
mzspec:USI000000:EK_Q_10_1:scan:4816	2	558.326538085938	34.417457	1278	EK_Q_10_1.mzML	4816
mzspec:USI000000:EK_Q_10_1:scan:4818	2	587.321228027344	34.429769	1567	EK_Q_10_1.mzML	4818
mzspec:USI000000:EK_Q_10_1:scan:4820	2	338.723052978516	34.446267	26	EK_Q_10_1.mzML	4820
mzspec:USI000000:EK_Q_10_1:scan:4821	3	401.876159667969	34.450632	3629	EK_Q_10_1.mzML	4821
mzspec:USI000000:EK_Q_10_1:scan:4824	2	441.248565673828	34.463874	341	EK_Q_10_1.mzML	4824
mzspec:USI000000:EK_Q_10_1:scan:4825	2	486.790130615234	34.46654	679	EK_Q_10_1.mzML	4825
mzspec:USI000000:EK_Q_10_1:scan:4828	2	464.223	34.483778	495	EK_Q_10_1.mzML	4828
mzspec:USI000000:EK_Q_10_1:scan:4837	3	405.235168457031	34.549838	3648	EK_Q_10_1.mzML	4837
mzspec:USI000000:EK_Q_10_1:scan:4838	2	665.846740722656	34.558667	2147	EK_Q_10_1.mzML	4838
mzspec:USI000000:EK_Q_10_1:scan:4845	2	737.348571777344	34.610436	2592	EK_Q_10_1.mzML	4845
mzspec:USI000000:EK_Q_10_1:scan:4846	2	457.787231445313	34.615272	474	EK_Q_10_1.mzML	4846
mzspec:USI000000:EK_Q_10_1:scan:4847	2	571.771362304688	34.619963	1405	EK_Q_10_1.mzML	4847
mzspec:USI000000:EK_Q_10_1:scan:4849	2	650.315368652344	34.632953	2056	EK_Q_10_1.mzML	4849
mzspec:USI000000:EK_Q_10_1:scan:4851	2	417.727020263672	34.645001	225	EK_Q_10_1.mzML	4851
mzspec:USI000000:EK_Q_10_1:scan:4852	2	378.260986328125	34.653811	90	EK_Q_10_1.mzML	4852
mzspec:USI000000:EK_Q_10_1:scan:4856	2	741.348205566406	34.681613	2612	EK_Q_10_1.mzML	4856
mzspec:USI000000:EK_Q_10_1:scan:4860	3	341.191467285156	34.696484	3505	EK_Q_10_1.mzML	4860
mzspec:USI000000:EK_Q_10_1:scan:4861	2	643.821533203125	34.701961	2009	EK_Q_10_1.mzML	4861
mzspec:USI000000:EK_Q_10_1:scan:4863	3	582.317932128906	34.71304	4291	EK_Q_10_1.mzML	4863
mzspec:USI000000:EK_Q_10_1:scan:4864	2	698.3408203125	34.721886	2362	EK_Q_10_1.mzML	4864
mzspec:USI000000:EK_Q_10_1:scan:4869	2	561.301879882813	34.744936	1312	EK_Q_10_1.mzML	4869
mzspec:USI000000:EK_Q_10_1:scan:4872	4	348.966888427734	34.769001	4943	EK_Q_10_1.mzML	4872
mzspec:USI000000:EK_Q_10_1:scan:4879	2	601.336059570313	34.819482	1683	EK_Q_10_1.mzML	4879
mzspec:USI000000:EK_Q_10_1:scan:4880	2	596.773315429688	34.824062	1649	EK_Q_10_1.mzML	4880
mzspec:USI000000:EK_Q_10_1:scan:4890	2	529.319396972656	34.88882	1027	EK_Q_10_1.mzML	4890
mzspec:USI000000:EK_Q_10_1:scan:4898	2	817.942016601563	34.951887	2948	EK_Q_10_1.mzML	4898
mzspec:USI000000:EK_Q_10_1:scan:4909	2	703.343383789063	35.025345	2393	EK_Q_10_1.mzML	4909
mzspec:USI000000:EK_Q_10_1:scan:4914	2	580.324584960938	35.061283	1510	EK_Q_10_1.mzML	4914
mzspec:USI000000:EK_Q_10_1:scan:4918	2	515.808532714844	35.097251	934	EK_Q_10_1.mzML	4918
mzspec:USI000000:EK_Q_10_1:scan:4919	2	782.89404296875	35.106095	2793	EK_Q_10_1.mzML	4919
mzspec:USI000000:EK_Q_10_1:scan:4923	2	454.784942626953	35.124343	450	EK_Q_10_1.mzML	4923
mzspec:USI000000:EK_Q_10_1:scan:4924	2	420.224426269531	35.128997	230	EK_Q_10_1.mzML	4924
mzspec:USI000000:EK_Q_10_1:scan:4929	2	699.380310058594	35.159114	2366	EK_Q_10_1.mzML	4929
mzspec:USI000000:EK_Q_10_1:scan:4930	2	826.432495117188	35.167958	2976	EK_Q_10_1.mzML	4930
mzspec:USI000000:EK_Q_10_1:scan:4935	2	563.780334472656	35.199181	1328	EK_Q_10_1.mzML	4935
mzspec:USI000000:EK_Q_10_1:scan:4936	2	472.770965576172	35.204724	549	EK_Q_10_1.mzML	4936
mzspec:USI000000:EK_Q_10_1:scan:4940	2	666.831665039063	35.237489	2150	EK_Q_10_1.mzML	4940
mzspec:USI000000:EK_Q_10_1:scan:4946	2	841.4374	35.275422	3020	EK_Q_10_1.mzML	4946
mzspec:USI000000:EK_Q_10_1:scan:4953	3	448.920104980469	35.333422	3816	EK_Q_10_1.mzML	4953
mzspec:USI000000:EK_Q_10_1:scan:4955	2	417.727844238281	35.339041	225	EK_Q_10_1.mzML	4955
mzspec:USI000000:EK_Q_10_1:scan:4958	2	457.787994384766	35.358079	477	EK_Q_10_1.mzML	4958
mzspec:USI000000:EK_Q_10_1:scan:4964	3	425.5532	35.401121	3713	EK_Q_10_1.mzML	4964
mzspec:USI000000:EK_Q_10_1:scan:4973	2	684.3701171875	35.447173	2256	EK_Q_10_1.mzML	4973
mzspec:USI000000:EK_Q_10_1:scan:4983	2	791.859680175781	35.520706	2838	EK_Q_10_1.mzML	4983
mzspec:USI000000:EK_Q_10_1:scan:4984	3	500.591766357422	35.529156	4014	EK_Q_10_1.mzML	4984
mzspec:USI000000:EK_Q_10_1:scan:4989	2	493.79833984375	35.561581	735	EK_Q_10_1.mzML	4989
mzspec:USI000000:EK_Q_10_1:scan:4990	2	450.282257080078	35.567035	398	EK_Q_10_1.mzML	4990
mzspec:USI000000:EK_Q_10_1:scan:4994	2	413.268249511719	35.599973	207	EK_Q_10_1.mzML	4994
mzspec:USI000000:EK_Q_10_1:scan:5002	2	448.289947509766	35.651035	372	EK_Q_10_1.mzML	5002
mzspec:USI000000:EK_Q_10_1:scan:5010	2	410.233673095703	35.708846	187	EK_Q_10_1.mzML	5010
mzspec:USI000000:EK_Q_10_1:scan:5011	2	579.830688476563	35.71269	1499	EK_Q_10_1.mzML	5011
mzspec:USI000000:EK_Q_10_1:scan:5012	2	514.286987304688	35.716415	917	EK_Q_10_1.mzML	5012
mzspec:USI000000:EK_Q_10_1:scan:5014	2	473.785522460938	35.728011	562	EK_Q_10_1.mzML	5014
mzspec:USI000000:EK_Q_10_1:scan:5015	2	440.251525878906	35.735915	338	EK_Q_10_1.mzML	5015
mzspec:USI000000:EK_Q_10_1:scan:5022	3	411.900085449219	35.779902	3672	EK_Q_10_1.mzML	5022
mzspec:USI000000:EK_Q_10_1:scan:5023	2	388.245666503906	35.783471	117	EK_Q_10_1.mzML	5023
mzspec:USI000000:EK_Q_10_1:scan:5025	3	355.566375732422	35.794942	3531	EK_Q_10_1.mzML	5025
mzspec:USI000000:EK_Q_10_1:scan:5029	3	408.896392822266	35.826015	3661	EK_Q_10_1.mzML	5029
mzspec:USI000000:EK_Q_10_1:scan:5030	2	457.294158935547	35.834825	468	EK_Q_10_1.mzML	5030
mzspec:USI000000:EK_Q_10_1:scan:5032	2	454.784881591797	35.837519	450	EK_Q_10_1.mzML	5032
mzspec:USI000000:EK_Q_10_1:scan:5034	2	736.349426269531	35.846536	2588	EK_Q_10_1.mzML	5034
mzspec:USI000000:EK_Q_10_1:scan:5035	2	617.347778320313	35.851671	1803	EK_Q_10_1.mzML	5035
mzspec:USI000000:EK_Q_10_1:scan:5036	3	590.652282714844	35.856273	4324	EK_Q_10_1.mzML	5036
mzspec:USI000000:EK_Q_10_1:scan:5037	2	536.798095703125	35.861698	1107	EK_Q_10_1.mzML	5037
mzspec:USI000000:EK_Q_10_1:scan:5040	2	650.365600585938	35.885392	2057	EK_Q_10_1.mzML	5040
mzspec:USI000000:EK_Q_10_1:scan:5044	2	372.742340087891	35.905177	77	EK_Q_10_1.mzML	5044
mzspec:USI000000:EK_Q_10_1:scan:5046	2	449.280181884766	35.910307	384	EK_Q_10_1.mzML	5046
mzspec:USI000000:EK_Q_10_1:scan:5047	3	368.549072265625	35.913919	3554	EK_Q_10_1.mzML	5047
mzspec:USI000000:EK_Q_10_1:scan:5048	2	475.752136230469	35.920305	578	EK_Q_10_1.mzML	5048
mzspec:USI000000:EK_Q_10_1:scan:5055	2	436.272979736328	35.971667	313	EK_Q_10_1.mzML	5055
mzspec:USI000000:EK_Q_10_1:scan:5056	2	671.320861816406	35.980134	2172	EK_Q_10_1.mzML	5056
mzspec:USI000000:EK_Q_10_1:scan:5058	2	364.703247070313	35.995911	63	EK_Q_10_1.mzML	5058
mzspec:USI000000:EK_Q_10_1:scan:5059	2	377.217987060547	36.004721	88	EK_Q_10_1.mzML	5059
mzspec:USI000000:EK_Q_10_1:scan:5060	2	532.84521484375	36.013546	1081	EK_Q_10_1.mzML	5060
mzspec:USI000000:EK_Q_10_1:scan:5065	2	417.726531982422	36.050896	225	EK_Q_10_1.mzML	5065
mzspec:USI000000:EK_Q_10_1:scan:5067	2	406.240203857422	36.06104	166	EK_Q_10_1.mzML	5067
mzspec:USI000000:EK_Q_10_1:scan:5077	2	435.230407714844	36.128638	304	EK_Q_10_1.mzML	5077
mzspec:USI000000:EK_Q_10_1:scan:5079	3	393.897766113281	36.137499	3595	EK_Q_10_1.mzML	5079
mzspec:USI000000:EK_Q_10_1:scan:5082	2	493.789611816406	36.159486	733	EK_Q_10_1.mzML	5082
mzspec:USI000000:EK_Q_10_1:scan:5089	2	625.817504882813	36.204421	1854	EK_Q_10_1.mzML	5089
mzspec:USI000000:EK_Q_10_1:scan:5091	2	909.944091796875	36.222111	3213	EK_Q_10_1.mzML	5091
mzspec:USI000000:EK_Q_10_1:scan:5093	2	678.410522460938	36.239763	2219	EK_Q_10_1.mzML	5093
mzspec:USI000000:EK_Q_10_1:scan:5095	2	816.40283203125	36.25808	2934	EK_Q_10_1.mzML	5095
mzspec:USI000000:EK_Q_10_1:scan:5099	3	509.919494628906	36.280861	4056	EK_Q_10_1.mzML	5099
mzspec:USI000000:EK_Q_10_1:scan:5100	2	425.732513427734	36.284703	263	EK_Q_10_1.mzML	5100
mzspec:USI000000:EK_Q_10_1:scan:5102	3	534.942321777344	36.295145	4157	EK_Q_10_1.mzML	5102
mzspec:USI000000:EK_Q_10_1:scan:5103	2	531.79638671875	36.30397	1064	EK_Q_10_1.mzML	5103
mzspec:USI000000:EK_Q_10_1:scan:5111	3	456.614013671875	36.350303	3840	EK_Q_10_1.mzML	5111
mzspec:USI000000:EK_Q_10_1:scan:5112	2	397.235168457031	36.356845	140	EK_Q_10_1.mzML	5112
mzspec:USI000000:EK_Q_10_1:scan:5113	2	576.302429199219	36.363926	1444	EK_Q_10_1.mzML	5113
mzspec:USI000000:EK_Q_10_1:scan:5117	2	387.242340087891	36.396093	113	EK_Q_10_1.mzML	5117
mzspec:USI000000:EK_Q_10_1:scan:5118	2	529.319030761719	36.404905	1029	EK_Q_10_1.mzML	5118
mzspec:USI000000:EK_Q_10_1:scan:5120	2	929.9386	36.415132	3248	EK_Q_10_1.mzML	5120
mzspec:USI000000:EK_Q_10_1:scan:5121	3	454.262939453125	36.416503	3836	EK_Q_10_1.mzML	5121
mzspec:USI000000:EK_Q_10_1:scan:5135	4	419.4848	36.497255	4950	EK_Q_10_1.mzML	5135
mzspec:USI000000:EK_Q_10_1:scan:5136	2	477.791381835938	36.505193	606	EK_Q_10_1.mzML	5136
mzspec:USI000000:EK_Q_10_1:scan:5144	2	507.795684814453	36.558416	864	EK_Q_10_1.mzML	5144
mzspec:USI000000:EK_Q_10_1:scan:5145	2	394.257568359375	36.563357	128	EK_Q_10_1.mzML	5145
mzspec:USI000000:EK_Q_10_1:scan:5147	2	431.761352539063	36.574964	294	EK_Q_10_1.mzML	5147
mzspec:USI000000:EK_Q_10_1:scan:5148	2	496.284851074219	36.58151	756	EK_Q_10_1.mzML	5148
mzspec:USI000000:EK_Q_10_1:scan:5153	3	368.549194335938	36.610176	3555	EK_Q_10_1.mzML	5153
mzspec:USI000000:EK_Q_10_1:scan:5154	2	551.312805175781	36.613795	1221	EK_Q_10_1.mzML	5154
mzspec:USI000000:EK_Q_10_1:scan:5156	2	599.83544921875	36.623657	1673	EK_Q_10_1.mzML	5156
mzspec:USI000000:EK_Q_10_1:scan:5162	2	449.246704101563	36.671312	378	EK_Q_10_1.mzML	5162
mzspec:USI000000:EK_Q_10_1:scan:5167	2	778.357421875	36.691401	2773	EK_Q_10_1.mzML	5167
mzspec:USI000000:EK_Q_10_1:scan:5172	2	515.2919921875	36.73302	928	EK_Q_10_1.mzML	5172
mzspec:USI000000:EK_Q_10_1:scan:5176	2	385.725891113281	36.755247	107	EK_Q_10_1.mzML	5176
mzspec:USI000000:EK_Q_10_1:scan:5177	3	398.555816650391	36.758479	3614	EK_Q_10_1.mzML	5177
mzspec:USI000000:EK_Q_10_1:scan:5180	2	658.832275390625	36.774385	2106	EK_Q_10_1.mzML	5180
mzspec:USI000000:EK_Q_10_1:scan:5187	2	559.815002441406	36.820108	1296	EK_Q_10_1.mzML	5187
mzspec:USI000000:EK_Q_10_1:scan:5188	2	727.361083984375	36.826362	2554	EK_Q_10_1.mzML	5188
mzspec:USI000000:EK_Q_10_1:scan:5189	2	454.783477783203	36.829466	449	EK_Q_10_1.mzML	5189
mzspec:USI000000:EK_Q_10_1:scan:5190	2	569.323486328125	36.834366	1383	EK_Q_10_1.mzML	5190
mzspec:USI000000:EK_Q_10_1:scan:5192	2	795.942321777344	36.847074	2863	EK_Q_10_1.mzML	5192
mzspec:USI000000:EK_Q_10_1:scan:5193	3	526.968811035156	36.852018	4114	EK_Q_10_1.mzML	5193
mzspec:USI000000:EK_Q_10_1:scan:5195	2	698.858093261719	36.865812	2365	EK_Q_10_1.mzML	5195
mzspec:USI000000:EK_Q_10_1:scan:5197	2	422.737457275391	36.875977	246	EK_Q_10_1.mzML	5197
mzspec:USI000000:EK_Q_10_1:scan:5198	2	597.332092285156	36.878902	1658	EK_Q_10_1.mzML	5198
mzspec:USI000000:EK_Q_10_1:scan:5199	2	536.306	36.882295	1103	EK_Q_10_1.mzML	5199
mzspec:USI000000:EK_Q_10_1:scan:5200	2	499.805236816406	36.885797	782	EK_Q_10_1.mzML	5200
mzspec:USI000000:EK_Q_10_1:scan:5209	2	510.780639648438	36.939791	889	EK_Q_10_1.mzML	5209
mzspec:USI000000:EK_Q_10_1:scan:5220	3	450.886199951172	37.025183	3824	EK_Q_10_1.mzML	5220
mzspec:USI000000:EK_Q_10_1:scan:5221	2	602.326965332031	37.030293	1691	EK_Q_10_1.mzML	5221
mzspec:USI000000:EK_Q_10_1:scan:5226	4	734.114990234375	37.067056	4997	EK_Q_10_1.mzML	5226
mzspec:USI000000:EK_Q_10_1:scan:5231	2	702.847534179688	37.098375	2386	EK_Q_10_1.mzML	5231
mzspec:USI000000:EK_Q_10_1:scan:5232	2	430.748291015625	37.103452	292	EK_Q_10_1.mzML	5232
mzspec:USI000000:EK_Q_10_1:scan:5236	2	464.246	37.126539	496	EK_Q_10_1.mzML	5236
mzspec:USI000000:EK_Q_10_1:scan:5242	3	384.564880371094	37.169558	3581	EK_Q_10_1.mzML	5242
mzspec:USI000000:EK_Q_10_1:scan:5253	2	394.258392333984	37.251567	129	EK_Q_10_1.mzML	5253
mzspec:USI000000:EK_Q_10_1:scan:5261	2	317.220550537109	37.322525	9	EK_Q_10_1.mzML	5261
mzspec:USI000000:EK_Q_10_1:scan:5268	2	513.783264160156	37.365315	915	EK_Q_10_1.mzML	5268
mzspec:USI000000:EK_Q_10_1:scan:5269	2	617.334655761719	37.374142	1802	EK_Q_10_1.mzML	5269
mzspec:USI000000:EK_Q_10_1:scan:5286	2	626.855651855469	37.497671	1869	EK_Q_10_1.mzML	5286
mzspec:USI000000:EK_Q_10_1:scan:5288	2	580.826538085938	37.507686	1512	EK_Q_10_1.mzML	5288
mzspec:USI000000:EK_Q_10_1:scan:5296	2	454.784118652344	37.557125	451	EK_Q_10_1.mzML	5296
mzspec:USI000000:EK_Q_10_1:scan:5297	2	442.237060546875	37.560057	355	EK_Q_10_1.mzML	5297
mzspec:USI000000:EK_Q_10_1:scan:5298	2	644.838195800781	37.56335	2017	EK_Q_10_1.mzML	5298
mzspec:USI000000:EK_Q_10_1:scan:5299	2	451.254425048828	37.567457	409	EK_Q_10_1.mzML	5299
mzspec:USI000000:EK_Q_10_1:scan:5300	2	579.314819335938	37.573836	1483	EK_Q_10_1.mzML	5300
mzspec:USI000000:EK_Q_10_1:scan:5304	2	474.779815673828	37.604255	574	EK_Q_10_1.mzML	5304
mzspec:USI000000:EK_Q_10_1:scan:5312	2	485.256744384766	37.648728	662	EK_Q_10_1.mzML	5312
mzspec:USI000000:EK_Q_10_1:scan:5314	2	407.773529052734	37.664632	175	EK_Q_10_1.mzML	5314
mzspec:USI000000:EK_Q_10_1:scan:5320	2	772.901794433594	37.705857	2752	EK_Q_10_1.mzML	5320
mzspec:USI000000:EK_Q_10_1:scan:5321	2	844.943908691406	37.714701	3037	EK_Q_10_1.mzML	5321
mzspec:USI000000:EK_Q_10_1:scan:5322	2	488.287475585938	37.723528	693	EK_Q_10_1.mzML	5322
mzspec:USI000000:EK_Q_10_1:scan:5324	2	888.933410644531	37.741213	3156	EK_Q_10_1.mzML	5324
mzspec:USI000000:EK_Q_10_1:scan:5330	2	529.321960449219	37.779374	1031	EK_Q_10_1.mzML	5330
mzspec:USI000000:EK_Q_10_1:scan:5341	2	520.827453613281	37.846167	957	EK_Q_10_1.mzML	5341
mzspec:USI000000:EK_Q_10_1:scan:5342	2	495.791015625	37.850311	753	EK_Q_10_1.mzML	5342
mzspec:USI000000:EK_Q_10_1:scan:5345	2	368.693328857422	37.872599	70	EK_Q_10_1.mzML	5345
mzspec:USI000000:EK_Q_10_1:scan:5351	2	531.832275390625	37.910395	1067	EK_Q_10_1.mzML	5351
mzspec:USI000000:EK_Q_10_1:scan:5353	2	468.264099121094	37.916403	524	EK_Q_10_1.mzML	5353
mzspec:USI000000:EK_Q_10_1:scan:5354	2	561.811645507813	37.922645	1320	EK_Q_10_1.mzML	5354
mzspec:USI000000:EK_Q_10_1:scan:5362	2	480.771850585938	37.984495	625	EK_Q_10_1.mzML	5362
mzspec:USI000000:EK_Q_10_1:scan:5363	2	625.331420898438	37.986661	1852	EK_Q_10_1.mzML	5363
mzspec:USI000000:EK_Q_10_1:scan:5364	2	594.296813964844	37.990184	1619	EK_Q_10_1.mzML	5364
mzspec:USI000000:EK_Q_10_1:scan:5365	2	439.262725830078	37.995972	336	EK_Q_10_1.mzML	5365
mzspec:USI000000:EK_Q_10_1:scan:5367	2	586.824523925781	38.012466	1557	EK_Q_10_1.mzML	5367
mzspec:USI000000:EK_Q_10_1:scan:5374	2	489.7531	38.059572	700	EK_Q_10_1.mzML	5374
mzspec:USI000000:EK_Q_10_1:scan:5377	2	700.388610839844	38.080353	2372	EK_Q_10_1.mzML	5377
mzspec:USI000000:EK_Q_10_1:scan:5386	2	604.809753417969	38.143195	1715	EK_Q_10_1.mzML	5386
mzspec:USI000000:EK_Q_10_1:scan:5387	2	640.819396972656	38.151001	1989	EK_Q_10_1.mzML	5387
mzspec:USI000000:EK_Q_10_1:scan:5406	2	442.237487792969	38.280068	355	EK_Q_10_1.mzML	5406
mzspec:USI000000:EK_Q_10_1:scan:5407	2	454.785400390625	38.287745	451	EK_Q_10_1.mzML	5407
mzspec:USI000000:EK_Q_10_1:scan:5408	2	513.8017578125	38.289733	916	EK_Q_10_1.mzML	5408
mzspec:USI000000:EK_Q_10_1:scan:5409	3	461.28955078125	38.291587	3859	EK_Q_10_1.mzML	5409
mzspec:USI000000:EK_Q_10_1:scan:5410	2	613.859191894531	38.29918	1774	EK_Q_10_1.mzML	5410
mzspec:USI000000:EK_Q_10_1:scan:5413	2	610.322631835938	38.32291	1754	EK_Q_10_1.mzML	5413
mzspec:USI000000:EK_Q_10_1:scan:5418	2	526.775512695313	38.349445	1000	EK_Q_10_1.mzML	5418
