identifier	precursor_charge	precursor_mz	retention_time	cluster	filename	scan
mzspec:USI000000:EK_Q_07:scan:7735	2	386.234497070313	46.996538	108	EK_Q_07.mzML	7735
mzspec:USI000000:EK_Q_07:scan:7737	2	642.852294921875	47.014196	2003	EK_Q_07.mzML	7737
mzspec:USI000000:EK_Q_07:scan:7738	2	480.779693603516	47.023023	626	EK_Q_07.mzML	7738
mzspec:USI000000:EK_Q_07:scan:7739	2	816.434265136719	47.031867	2938	EK_Q_07.mzML	7739
mzspec:USI000000:EK_Q_07:scan:7750	2	722.376647949219	47.11614	2521	EK_Q_07.mzML	7750
mzspec:USI000000:EK_Q_07:scan:7760	2	747.395690917969	47.196128	2652	EK_Q_07.mzML	7760
mzspec:USI000000:EK_Q_07:scan:7766	2	708.897338867188	47.238728	2442	EK_Q_07.mzML	7766
mzspec:USI000000:EK_Q_07:scan:7767	2	617.881103515625	47.247553	1806	EK_Q_07.mzML	7767
mzspec:USI000000:EK_Q_07:scan:7768	2	571.281860351563	47.255109	1399	EK_Q_07.mzML	7768
mzspec:USI000000:EK_Q_07:scan:7775	3	476.277282714844	47.317492	3923	EK_Q_07.mzML	7775
mzspec:USI000000:EK_Q_07:scan:7780	2	587.338195800781	47.35118	1569	EK_Q_07.mzML	7780
mzspec:USI000000:EK_Q_07:scan:7784	2	533.834411621094	47.386503	1090	EK_Q_07.mzML	7784
mzspec:USI000000:EK_Q_07:scan:7789	2	625.823303222656	47.419265	1856	EK_Q_07.mzML	7789
mzspec:USI000000:EK_Q_07:scan:7799	3	529.628723144531	47.495126	4133	EK_Q_07.mzML	7799
mzspec:USI000000:EK_Q_07:scan:7800	2	502.781311035156	47.503951	797	EK_Q_07.mzML	7800
mzspec:USI000000:EK_Q_07:scan:7804	3	777.724670410156	47.539309	4716	EK_Q_07.mzML	7804
mzspec:USI000000:EK_Q_07:scan:7811	2	536.812072753906	47.590945	1111	EK_Q_07.mzML	7811
mzspec:USI000000:EK_Q_07:scan:7821	2	556.281494140625	47.668643	1256	EK_Q_07.mzML	7821
mzspec:USI000000:EK_Q_07:scan:7823	2	801.893005371094	47.680847	2887	EK_Q_07.mzML	7823
mzspec:USI000000:EK_Q_07:scan:7833	2	524.806762695313	47.75717	991	EK_Q_07.mzML	7833
mzspec:USI000000:EK_Q_07:scan:7835	2	1008.98364257813	47.771197	3399	EK_Q_07.mzML	7835
mzspec:USI000000:EK_Q_07:scan:7836	2	665.830932617188	47.77887	2145	EK_Q_07.mzML	7836
mzspec:USI000000:EK_Q_07:scan:7845	2	532.294677734375	47.840139	1071	EK_Q_07.mzML	7845
mzspec:USI000000:EK_Q_07:scan:7854	2	825.434753417969	47.901601	2967	EK_Q_07.mzML	7854
mzspec:USI000000:EK_Q_07:scan:7855	3	709.010314941406	47.910428	4611	EK_Q_07.mzML	7855
mzspec:USI000000:EK_Q_07:scan:7857	2	486.808166503906	47.928081	680	EK_Q_07.mzML	7857
mzspec:USI000000:EK_Q_07:scan:7877	3	564.9846	48.084691	4248	EK_Q_07.mzML	7877
mzspec:USI000000:EK_Q_07:scan:7880	2	526.275024414063	48.11117	999	EK_Q_07.mzML	7880
mzspec:USI000000:EK_Q_07:scan:7889	2	727.421997070313	48.185291	2555	EK_Q_07.mzML	7889
mzspec:USI000000:EK_Q_07:scan:7891	2	430.239654541016	48.202954	287	EK_Q_07.mzML	7891
mzspec:USI000000:EK_Q_07:scan:7896	2	606.302551269531	48.247791	1726	EK_Q_07.mzML	7896
mzspec:USI000000:EK_Q_07:scan:7900	2	708.9052734375	48.275712	2442	EK_Q_07.mzML	7900
mzspec:USI000000:EK_Q_07:scan:7904	2	852.953125	48.311071	3064	EK_Q_07.mzML	7904
mzspec:USI000000:EK_Q_07:scan:7909	2	454.753723144531	48.349777	446	EK_Q_07.mzML	7909
mzspec:USI000000:EK_Q_07:scan:7913	2	702.8753	48.383646	2389	EK_Q_07.mzML	7913
mzspec:USI000000:EK_Q_07:scan:7917	3	613.315551757813	48.417333	4397	EK_Q_07.mzML	7917
mzspec:USI000000:EK_Q_07:scan:7921	2	605.321899414063	48.439902	1721	EK_Q_07.mzML	7921
mzspec:USI000000:EK_Q_07:scan:7922	3	341.157562255859	48.444369	3504	EK_Q_07.mzML	7922
mzspec:USI000000:EK_Q_07:scan:7923	2	433.252563476563	48.453177	297	EK_Q_07.mzML	7923
mzspec:USI000000:EK_Q_07:scan:7927	3	507.577819824219	48.4885	4038	EK_Q_07.mzML	7927
mzspec:USI000000:EK_Q_07:scan:7929	2	496.298095703125	48.506798	757	EK_Q_07.mzML	7929
mzspec:USI000000:EK_Q_07:scan:7932	2	579.349426269531	48.519804	1490	EK_Q_07.mzML	7932
mzspec:USI000000:EK_Q_07:scan:7947	2	492.253601074219	48.621523	718	EK_Q_07.mzML	7947
mzspec:USI000000:EK_Q_07:scan:7949	2	502.3134765625	48.636633	794	EK_Q_07.mzML	7949
mzspec:USI000000:EK_Q_07:scan:7964	2	920.486145019531	48.753998	3232	EK_Q_07.mzML	7964
mzspec:USI000000:EK_Q_07:scan:7970	2	713.918579101563	48.794838	2474	EK_Q_07.mzML	7970
mzspec:USI000000:EK_Q_07:scan:7971	2	764.405334472656	48.798786	2727	EK_Q_07.mzML	7971
mzspec:USI000000:EK_Q_07:scan:7973	2	411.722503662109	48.81154	195	EK_Q_07.mzML	7973
mzspec:USI000000:EK_Q_07:scan:7974	3	440.931610107422	48.818417	3802	EK_Q_07.mzML	7974
mzspec:USI000000:EK_Q_07:scan:7981	2	578.313293457031	48.868742	1467	EK_Q_07.mzML	7981
mzspec:USI000000:EK_Q_07:scan:7991	2	727.418762207031	48.939711	2555	EK_Q_07.mzML	7991
mzspec:USI000000:EK_Q_07:scan:7999	2	709.400146484375	49.002105	2445	EK_Q_07.mzML	7999
mzspec:USI000000:EK_Q_07:scan:8000	2	455.755615234375	49.009515	454	EK_Q_07.mzML	8000
mzspec:USI000000:EK_Q_07:scan:8004	2	483.739898681641	49.044449	652	EK_Q_07.mzML	8004
mzspec:USI000000:EK_Q_07:scan:8011	2	854.452453613281	49.100853	3073	EK_Q_07.mzML	8011
mzspec:USI000000:EK_Q_07:scan:8022	3	693.995056152344	49.187717	4589	EK_Q_07.mzML	8022
mzspec:USI000000:EK_Q_07:scan:8023	2	848.381713867188	49.196559	3042	EK_Q_07.mzML	8023
mzspec:USI000000:EK_Q_07:scan:8027	2	697.377197265625	49.23193	2354	EK_Q_07.mzML	8027
mzspec:USI000000:EK_Q_07:scan:8043	2	492.253601074219	49.351299	718	EK_Q_07.mzML	8043
mzspec:USI000000:EK_Q_07:scan:8048	2	570.794799804688	49.378484	1394	EK_Q_07.mzML	8048
mzspec:USI000000:EK_Q_07:scan:8056	2	782.413879394531	49.440507	2791	EK_Q_07.mzML	8056
mzspec:USI000000:EK_Q_07:scan:8060	2	486.764617919922	49.475816	678	EK_Q_07.mzML	8060
mzspec:USI000000:EK_Q_07:scan:8062	2	583.328125	49.493487	1531	EK_Q_07.mzML	8062
mzspec:USI000000:EK_Q_07:scan:8067	2	614.83203125	49.53232	1786	EK_Q_07.mzML	8067
mzspec:USI000000:EK_Q_07:scan:8078	2	727.4189453125	49.61857	2555	EK_Q_07.mzML	8078
mzspec:USI000000:EK_Q_07:scan:8080	2	881.4769	49.636181	3135	EK_Q_07.mzML	8080
mzspec:USI000000:EK_Q_07:scan:8091	2	544.827880859375	49.727639	1174	EK_Q_07.mzML	8091
mzspec:USI000000:EK_Q_07:scan:8093	2	673.374328613281	49.742062	2187	EK_Q_07.mzML	8093
mzspec:USI000000:EK_Q_07:scan:8102	2	897.444702148438	49.808891	3187	EK_Q_07.mzML	8102
mzspec:USI000000:EK_Q_07:scan:8105	2	593.158508300781	49.83537	1611	EK_Q_07.mzML	8105
mzspec:USI000000:EK_Q_07:scan:8112	2	518.278076171875	49.885964	944	EK_Q_07.mzML	8112
mzspec:USI000000:EK_Q_07:scan:8113	2	560.797485351563	49.894789	1306	EK_Q_07.mzML	8113
mzspec:USI000000:EK_Q_07:scan:8116	2	430.238952636719	49.921281	286	EK_Q_07.mzML	8116
mzspec:USI000000:EK_Q_07:scan:8120	3	527.60107421875	49.95725	4117	EK_Q_07.mzML	8120
mzspec:USI000000:EK_Q_07:scan:8123	3	863.075622558594	49.976348	4816	EK_Q_07.mzML	8123
mzspec:USI000000:EK_Q_07:scan:8126	2	550.835327148438	50.002831	1216	EK_Q_07.mzML	8126
mzspec:USI000000:EK_Q_07:scan:8133	2	492.253967285156	50.052467	718	EK_Q_07.mzML	8133
mzspec:USI000000:EK_Q_07:scan:8135	3	530.299499511719	50.070123	4137	EK_Q_07.mzML	8135
mzspec:USI000000:EK_Q_07:scan:8137	3	487.251281738281	50.087248	3964	EK_Q_07.mzML	8137
mzspec:USI000000:EK_Q_07:scan:8139	2	804.8954	50.104917	2899	EK_Q_07.mzML	8139
mzspec:USI000000:EK_Q_07:scan:8140	2	692.349548339844	50.11376	2317	EK_Q_07.mzML	8140
mzspec:USI000000:EK_Q_07:scan:8145	2	730.373107910156	50.139537	2571	EK_Q_07.mzML	8145
mzspec:USI000000:EK_Q_07:scan:8149	2	782.417053222656	50.174533	2791	EK_Q_07.mzML	8149
mzspec:USI000000:EK_Q_07:scan:8157	2	523.306213378906	50.228848	978	EK_Q_07.mzML	8157
mzspec:USI000000:EK_Q_07:scan:8158	2	737.805358886719	50.234579	2596	EK_Q_07.mzML	8158
mzspec:USI000000:EK_Q_07:scan:8160	2	401.718811035156	50.251436	154	EK_Q_07.mzML	8160
mzspec:USI000000:EK_Q_07:scan:8168	3	483.2952	50.315221	3947	EK_Q_07.mzML	8168
mzspec:USI000000:EK_Q_07:scan:8173	2	676.843383789063	50.36	2208	EK_Q_07.mzML	8173
mzspec:USI000000:EK_Q_07:scan:8177	2	727.420776367188	50.389111	2555	EK_Q_07.mzML	8177
mzspec:USI000000:EK_Q_07:scan:8182	2	724.4418	50.421217	2538	EK_Q_07.mzML	8182
mzspec:USI000000:EK_Q_07:scan:8190	3	647.005	50.479352	4500	EK_Q_07.mzML	8190
mzspec:USI000000:EK_Q_07:scan:8197	3	492.285339355469	50.510815	3989	EK_Q_07.mzML	8197
mzspec:USI000000:EK_Q_07:scan:8202	2	787.924072265625	50.550642	2824	EK_Q_07.mzML	8202
mzspec:USI000000:EK_Q_07:scan:8206	3	438.922790527344	50.574117	3788	EK_Q_07.mzML	8206
mzspec:USI000000:EK_Q_07:scan:8217	2	787.425354003906	50.653378	2816	EK_Q_07.mzML	8217
mzspec:USI000000:EK_Q_07:scan:8220	3	511.592346191406	50.670044	4067	EK_Q_07.mzML	8220
mzspec:USI000000:EK_Q_07:scan:8229	3	638.677795410156	50.743538	4475	EK_Q_07.mzML	8229
mzspec:USI000000:EK_Q_07:scan:8232	4	429.486846923828	50.770017	4958	EK_Q_07.mzML	8232
mzspec:USI000000:EK_Q_07:scan:8261	2	596.347351074219	50.996607	1646	EK_Q_07.mzML	8261
mzspec:USI000000:EK_Q_07:scan:8284	2	694.875366210938	51.172295	2338	EK_Q_07.mzML	8284
mzspec:USI000000:EK_Q_07:scan:8287	2	591.858459472656	51.198791	1605	EK_Q_07.mzML	8287
mzspec:USI000000:EK_Q_07:scan:8294	2	492.254119873047	51.242428	718	EK_Q_07.mzML	8294
mzspec:USI000000:EK_Q_07:scan:8295	2	601.356994628906	51.248137	1684	EK_Q_07.mzML	8295
mzspec:USI000000:EK_Q_07:scan:8297	2	672.874328613281	51.259299	2182	EK_Q_07.mzML	8297
mzspec:USI000000:EK_Q_07:scan:8298	3	641.369079589844	51.265343	4483	EK_Q_07.mzML	8298
mzspec:USI000000:EK_Q_07:scan:8304	2	436.772125244141	51.31232	316	EK_Q_07.mzML	8304
mzspec:USI000000:EK_Q_07:scan:8314	2	787.424499511719	51.389356	2816	EK_Q_07.mzML	8314
mzspec:USI000000:EK_Q_07:scan:8317	2	686.865051269531	51.415741	2278	EK_Q_07.mzML	8317
mzspec:USI000000:EK_Q_07:scan:8326	2	700.4052734375	51.489925	2373	EK_Q_07.mzML	8326
mzspec:USI000000:EK_Q_07:scan:8327	2	611.329284667969	51.49875	1760	EK_Q_07.mzML	8327
mzspec:USI000000:EK_Q_07:scan:8331	3	559.319274902344	51.534056	4221	EK_Q_07.mzML	8331
mzspec:USI000000:EK_Q_07:scan:8359	2	640.836120605469	51.75371	1990	EK_Q_07.mzML	8359
mzspec:USI000000:EK_Q_07:scan:8371	2	646.344970703125	51.841008	2029	EK_Q_07.mzML	8371
mzspec:USI000000:EK_Q_07:scan:8372	2	674.855285644531	51.849835	2193	EK_Q_07.mzML	8372
mzspec:USI000000:EK_Q_07:scan:8380	2	695.87353515625	51.911163	2346	EK_Q_07.mzML	8380
mzspec:USI000000:EK_Q_07:scan:8381	2	519.340393066406	51.912277	950	EK_Q_07.mzML	8381
mzspec:USI000000:EK_Q_07:scan:8382	2	657.80810546875	51.9177	2091	EK_Q_07.mzML	8382
mzspec:USI000000:EK_Q_07:scan:8383	2	630.30126953125	51.926527	1898	EK_Q_07.mzML	8383
mzspec:USI000000:EK_Q_07:scan:8391	2	492.252685546875	51.982965	718	EK_Q_07.mzML	8391
mzspec:USI000000:EK_Q_07:scan:8398	2	530.331176757813	52.043292	1045	EK_Q_07.mzML	8398
mzspec:USI000000:EK_Q_07:scan:8403	2	534.345947265625	52.077075	1093	EK_Q_07.mzML	8403
mzspec:USI000000:EK_Q_07:scan:8404	2	743.372619628906	52.080502	2624	EK_Q_07.mzML	8404
mzspec:USI000000:EK_Q_07:scan:8411	2	542.795471191406	52.134117	1152	EK_Q_07.mzML	8411
mzspec:USI000000:EK_Q_07:scan:8413	2	686.867736816406	52.145525	2278	EK_Q_07.mzML	8413
mzspec:USI000000:EK_Q_07:scan:8415	2	770.393737792969	52.15413	2744	EK_Q_07.mzML	8415
mzspec:USI000000:EK_Q_07:scan:8420	2	787.426330566406	52.19054	2816	EK_Q_07.mzML	8420
mzspec:USI000000:EK_Q_07:scan:8421	2	614.806335449219	52.199375	1781	EK_Q_07.mzML	8421
mzspec:USI000000:EK_Q_07:scan:8426	2	557.845947265625	52.230911	1277	EK_Q_07.mzML	8426
mzspec:USI000000:EK_Q_07:scan:8437	3	513.932495117188	52.307098	4077	EK_Q_07.mzML	8437
mzspec:USI000000:EK_Q_07:scan:8438	2	567.320922851563	52.311174	1357	EK_Q_07.mzML	8438
mzspec:USI000000:EK_Q_07:scan:8441	2	437.738311767578	52.337653	325	EK_Q_07.mzML	8441
mzspec:USI000000:EK_Q_07:scan:8443	2	753.399353027344	52.355326	2688	EK_Q_07.mzML	8443
mzspec:USI000000:EK_Q_07:scan:8458	2	697.865356445313	52.472613	2358	EK_Q_07.mzML	8458
mzspec:USI000000:EK_Q_07:scan:8460	2	758.416687011719	52.490299	2706	EK_Q_07.mzML	8460
mzspec:USI000000:EK_Q_07:scan:8463	2	379.708251953125	52.516795	98	EK_Q_07.mzML	8463
mzspec:USI000000:EK_Q_07:scan:8479	2	657.8074	52.646041	2093	EK_Q_07.mzML	8479
mzspec:USI000000:EK_Q_07:scan:8483	2	721.428466796875	52.681414	2513	EK_Q_07.mzML	8483
mzspec:USI000000:EK_Q_07:scan:8492	2	726.368286132813	52.743318	2548	EK_Q_07.mzML	8492
mzspec:USI000000:EK_Q_07:scan:8493	2	962.974365234375	52.750668	3332	EK_Q_07.mzML	8493
mzspec:USI000000:EK_Q_07:scan:8498	2	376.243896484375	52.791476	85	EK_Q_07.mzML	8498
mzspec:USI000000:EK_Q_07:scan:8499	2	387.766845703125	52.80093	116	EK_Q_07.mzML	8499
mzspec:USI000000:EK_Q_07:scan:8501	2	534.345825195313	52.810533	1093	EK_Q_07.mzML	8501
mzspec:USI000000:EK_Q_07:scan:8508	2	690.320983886719	52.87237	2305	EK_Q_07.mzML	8508
mzspec:USI000000:EK_Q_07:scan:8512	2	770.394409179688	52.89702	2744	EK_Q_07.mzML	8512
mzspec:USI000000:EK_Q_07:scan:8515	2	563.786437988281	52.918362	1330	EK_Q_07.mzML	8515
mzspec:USI000000:EK_Q_07:scan:8520	2	787.419921875	52.963206	2816	EK_Q_07.mzML	8520
mzspec:USI000000:EK_Q_07:scan:8524	2	492.253662109375	52.988087	718	EK_Q_07.mzML	8524
mzspec:USI000000:EK_Q_07:scan:8525	2	591.831909179688	52.996914	1604	EK_Q_07.mzML	8525
mzspec:USI000000:EK_Q_07:scan:8531	2	683.899536132813	53.050552	2249	EK_Q_07.mzML	8531
mzspec:USI000000:EK_Q_07:scan:8535	2	554.298034667969	53.075564	1239	EK_Q_07.mzML	8535
mzspec:USI000000:EK_Q_07:scan:8537	2	568.256958007813	53.089814	1364	EK_Q_07.mzML	8537
mzspec:USI000000:EK_Q_07:scan:8541	4	760.391479492188	53.125131	5002	EK_Q_07.mzML	8541
mzspec:USI000000:EK_Q_07:scan:8547	3	737.7095	53.16467	4645	EK_Q_07.mzML	8547
mzspec:USI000000:EK_Q_07:scan:8551	2	1008.47985839844	53.200041	3394	EK_Q_07.mzML	8551
mzspec:USI000000:EK_Q_07:scan:8553	2	717.392395019531	53.218356	2490	EK_Q_07.mzML	8553
mzspec:USI000000:EK_Q_07:scan:8556	2	472.72119140625	53.237391	548	EK_Q_07.mzML	8556
mzspec:USI000000:EK_Q_07:scan:8557	2	533.853942871094	53.242023	1092	EK_Q_07.mzML	8557
mzspec:USI000000:EK_Q_07:scan:8563	2	634.403930664063	53.290804	1949	EK_Q_07.mzML	8563
mzspec:USI000000:EK_Q_07:scan:8578	2	657.808410644531	53.407446	2091	EK_Q_07.mzML	8578
mzspec:USI000000:EK_Q_07:scan:8579	2	581.30810546875	53.41075	1515	EK_Q_07.mzML	8579
mzspec:USI000000:EK_Q_07:scan:8581	3	485.923278808594	53.425373	3958	EK_Q_07.mzML	8581
mzspec:USI000000:EK_Q_07:scan:8589	2	679.8349609375	53.487033	2223	EK_Q_07.mzML	8589
mzspec:USI000000:EK_Q_07:scan:8592	3	765.720031738281	53.50934	4694	EK_Q_07.mzML	8592
mzspec:USI000000:EK_Q_07:scan:8594	3	468.268737792969	53.526996	3889	EK_Q_07.mzML	8594
mzspec:USI000000:EK_Q_07:scan:8595	2	807.447143554688	53.53584	2904	EK_Q_07.mzML	8595
mzspec:USI000000:EK_Q_07:scan:8600	2	689.823364257813	53.573206	2304	EK_Q_07.mzML	8600
mzspec:USI000000:EK_Q_07:scan:8602	3	1038.85681152344	53.589715	4921	EK_Q_07.mzML	8602
mzspec:USI000000:EK_Q_07:scan:8603	3	695.359680175781	53.598542	4593	EK_Q_07.mzML	8603
mzspec:USI000000:EK_Q_07:scan:8614	2	984.977783203125	53.688438	3369	EK_Q_07.mzML	8614
mzspec:USI000000:EK_Q_07:scan:8615	2	643.346557617188	53.697265	2006	EK_Q_07.mzML	8615
mzspec:USI000000:EK_Q_07:scan:8624	2	467.269348144531	53.756467	516	EK_Q_07.mzML	8624
mzspec:USI000000:EK_Q_07:scan:8625	2	663.358581542969	53.763973	2130	EK_Q_07.mzML	8625
mzspec:USI000000:EK_Q_07:scan:8626	2	530.313903808594	53.7728	1044	EK_Q_07.mzML	8626
mzspec:USI000000:EK_Q_07:scan:8634	2	492.252868652344	53.833365	718	EK_Q_07.mzML	8634
mzspec:USI000000:EK_Q_07:scan:8635	2	554.296508789063	53.841413	1239	EK_Q_07.mzML	8635
mzspec:USI000000:EK_Q_07:scan:8643	2	717.392578125	53.898607	2490	EK_Q_07.mzML	8643
mzspec:USI000000:EK_Q_07:scan:8645	2	519.738464355469	53.910621	952	EK_Q_07.mzML	8645
mzspec:USI000000:EK_Q_07:scan:8647	3	954.519592285156	53.925153	4887	EK_Q_07.mzML	8647
mzspec:USI000000:EK_Q_07:scan:8657	2	702.405639648438	54.001276	2382	EK_Q_07.mzML	8657
mzspec:USI000000:EK_Q_07:scan:8660	2	619.842346191406	54.027822	1815	EK_Q_07.mzML	8660
mzspec:USI000000:EK_Q_07:scan:8665	2	498.282318115234	54.057595	770	EK_Q_07.mzML	8665
mzspec:USI000000:EK_Q_07:scan:8668	2	762.438232421875	54.079597	2720	EK_Q_07.mzML	8668
mzspec:USI000000:EK_Q_07:scan:8670	2	588.259216308594	54.094415	1578	EK_Q_07.mzML	8670
mzspec:USI000000:EK_Q_07:scan:8677	2	632.352661132813	54.148697	1929	EK_Q_07.mzML	8677
mzspec:USI000000:EK_Q_07:scan:8679	3	508.625457763672	54.159995	4048	EK_Q_07.mzML	8679
mzspec:USI000000:EK_Q_07:scan:8682	2	608.857360839844	54.186507	1747	EK_Q_07.mzML	8682
mzspec:USI000000:EK_Q_07:scan:8688	2	500.303497314453	54.222357	786	EK_Q_07.mzML	8688
mzspec:USI000000:EK_Q_07:scan:8692	2	555.7844	54.247101	1253	EK_Q_07.mzML	8692
mzspec:USI000000:EK_Q_07:scan:8739	3	438.908874511719	54.57072	3785	EK_Q_07.mzML	8739
mzspec:USI000000:EK_Q_07:scan:8744	2	492.254333496094	54.614547	718	EK_Q_07.mzML	8744
mzspec:USI000000:EK_Q_07:scan:8752	2	473.293243408203	54.654618	554	EK_Q_07.mzML	8752
mzspec:USI000000:EK_Q_07:scan:8759	2	399.740417480469	54.713806	145	EK_Q_07.mzML	8759
mzspec:USI000000:EK_Q_07:scan:8765	3	456.886688232422	54.758233	3841	EK_Q_07.mzML	8765
mzspec:USI000000:EK_Q_07:scan:8766	2	424.267791748047	54.767041	257	EK_Q_07.mzML	8766
mzspec:USI000000:EK_Q_07:scan:8768	2	657.862976074219	54.769581	2094	EK_Q_07.mzML	8768
mzspec:USI000000:EK_Q_07:scan:8771	2	496.253631591797	54.792295	754	EK_Q_07.mzML	8771
mzspec:USI000000:EK_Q_07:scan:8780	2	681.826171875	54.86231	2240	EK_Q_07.mzML	8780
mzspec:USI000000:EK_Q_07:scan:8781	3	456.894439697266	54.869373	3842	EK_Q_07.mzML	8781
mzspec:USI000000:EK_Q_07:scan:8787	2	842.963989257813	54.923043	3028	EK_Q_07.mzML	8787
mzspec:USI000000:EK_Q_07:scan:8790	2	500.3037109375	54.937306	785	EK_Q_07.mzML	8790
mzspec:USI000000:EK_Q_07:scan:8792	2	652.869079589844	54.942485	2067	EK_Q_07.mzML	8792
mzspec:USI000000:EK_Q_07:scan:8793	2	639.316040039063	54.946662	1979	EK_Q_07.mzML	8793
mzspec:USI000000:EK_Q_07:scan:8802	3	573.3461	55.015689	4278	EK_Q_07.mzML	8802
mzspec:USI000000:EK_Q_07:scan:8803	3	511.949584960938	55.023942	4068	EK_Q_07.mzML	8803
mzspec:USI000000:EK_Q_07:scan:8813	2	536.783996582031	55.100617	1106	EK_Q_07.mzML	8813
mzspec:USI000000:EK_Q_07:scan:8814	2	704.37255859375	55.107058	2401	EK_Q_07.mzML	8814
mzspec:USI000000:EK_Q_07:scan:8815	2	876.4539	55.115902	3124	EK_Q_07.mzML	8815
mzspec:USI000000:EK_Q_07:scan:8816	2	576.799743652344	55.124729	1449	EK_Q_07.mzML	8816
mzspec:USI000000:EK_Q_07:scan:8817	2	699.867797851563	55.133575	2369	EK_Q_07.mzML	8817
mzspec:USI000000:EK_Q_07:scan:8820	2	529.802673339844	55.160261	1037	EK_Q_07.mzML	8820
mzspec:USI000000:EK_Q_07:scan:8826	2	552.820556640625	55.202952	1229	EK_Q_07.mzML	8826
mzspec:USI000000:EK_Q_07:scan:8830	2	475.790588378906	55.237419	582	EK_Q_07.mzML	8830
mzspec:USI000000:EK_Q_07:scan:8846	2	572.34326171875	55.356629	1413	EK_Q_07.mzML	8846
mzspec:USI000000:EK_Q_07:scan:8853	2	492.2529296875	55.419111	718	EK_Q_07.mzML	8853
mzspec:USI000000:EK_Q_07:scan:8858	2	595.796630859375	55.445782	1639	EK_Q_07.mzML	8858
mzspec:USI000000:EK_Q_07:scan:8862	3	599.684020996094	55.470403	4352	EK_Q_07.mzML	8862
mzspec:USI000000:EK_Q_07:scan:8877	2	682.324890136719	55.569128	2243	EK_Q_07.mzML	8877
mzspec:USI000000:EK_Q_07:scan:8879	2	485.308929443359	55.57709	667	EK_Q_07.mzML	8879
mzspec:USI000000:EK_Q_07:scan:8880	2	950.0148	55.584967	3300	EK_Q_07.mzML	8880
mzspec:USI000000:EK_Q_07:scan:8882	2	832.51611328125	55.59848	2991	EK_Q_07.mzML	8882
mzspec:USI000000:EK_Q_07:scan:8886	2	639.315551757813	55.618859	1977	EK_Q_07.mzML	8886
mzspec:USI000000:EK_Q_07:scan:8889	2	536.829528808594	55.629821	1112	EK_Q_07.mzML	8889
mzspec:USI000000:EK_Q_07:scan:8891	2	500.302947998047	55.645353	785	EK_Q_07.mzML	8891
mzspec:USI000000:EK_Q_07:scan:8899	2	577.867248535156	55.67993	1463	EK_Q_07.mzML	8899
mzspec:USI000000:EK_Q_07:scan:8908	3	511.949676513672	55.747072	4068	EK_Q_07.mzML	8908
mzspec:USI000000:EK_Q_07:scan:8915	2	550.792419433594	55.807599	1212	EK_Q_07.mzML	8915
mzspec:USI000000:EK_Q_07:scan:8921	2	456.755340576172	55.853234	461	EK_Q_07.mzML	8921
mzspec:USI000000:EK_Q_07:scan:8922	2	548.794311523438	55.861089	1192	EK_Q_07.mzML	8922
mzspec:USI000000:EK_Q_07:scan:8930	2	774.909118652344	55.915895	2761	EK_Q_07.mzML	8930
mzspec:USI000000:EK_Q_07:scan:8931	2	475.789794921875	55.919301	582	EK_Q_07.mzML	8931
mzspec:USI000000:EK_Q_07:scan:8937	2	631.32373046875	55.972312	1909	EK_Q_07.mzML	8937
mzspec:USI000000:EK_Q_07:scan:8943	2	530.78271484375	56.006503	1048	EK_Q_07.mzML	8943
mzspec:USI000000:EK_Q_07:scan:8945	2	532.3204	56.023718	1074	EK_Q_07.mzML	8945
mzspec:USI000000:EK_Q_07:scan:8952	2	572.342895507813	56.07198	1413	EK_Q_07.mzML	8952
mzspec:USI000000:EK_Q_07:scan:8953	2	646.836303710938	56.073347	2033	EK_Q_07.mzML	8953
mzspec:USI000000:EK_Q_07:scan:8956	2	706.909606933594	56.09986	2424	EK_Q_07.mzML	8956
mzspec:USI000000:EK_Q_07:scan:8974	2	657.865234375	56.245174	2098	EK_Q_07.mzML	8974
mzspec:USI000000:EK_Q_07:scan:8982	2	726.927062988281	56.313279	2551	EK_Q_07.mzML	8982
mzspec:USI000000:EK_Q_07:scan:8985	2	639.315246582031	56.329908	1977	EK_Q_07.mzML	8985
mzspec:USI000000:EK_Q_07:scan:8989	2	716.382873535156	56.359945	2484	EK_Q_07.mzML	8989
mzspec:USI000000:EK_Q_07:scan:8990	2	500.302093505859	56.368772	785	EK_Q_07.mzML	8990
mzspec:USI000000:EK_Q_07:scan:8996	2	950.51318359375	56.416458	3301	EK_Q_07.mzML	8996
mzspec:USI000000:EK_Q_07:scan:9004	2	668.383972167969	56.483041	2163	EK_Q_07.mzML	9004
mzspec:USI000000:EK_Q_07:scan:9009	3	902.724670410156	56.519766	4853	EK_Q_07.mzML	9009
mzspec:USI000000:EK_Q_07:scan:9011	2	1022.51538085938	56.537487	3407	EK_Q_07.mzML	9011
mzspec:USI000000:EK_Q_07:scan:9019	2	706.399658203125	56.598556	2420	EK_Q_07.mzML	9019
mzspec:USI000000:EK_Q_07:scan:9023	3	908.397644042969	56.625271	4858	EK_Q_07.mzML	9023
mzspec:USI000000:EK_Q_07:scan:9024	3	733.065856933594	56.634114	4640	EK_Q_07.mzML	9024
mzspec:USI000000:EK_Q_07:scan:9031	2	755.881591796875	56.675412	2698	EK_Q_07.mzML	9031
mzspec:USI000000:EK_Q_07:scan:9033	2	475.789428710938	56.690556	582	EK_Q_07.mzML	9033
